Site,Parameter,Date,Year,Month,Day,Hour,NowCastConc,AQI,AQICat,RawConc,ConcUnit,Duration,QCName
Ho Chi Minh City,PM2.5 - Principal,09DEC17:00:00,2017,12,9,0,29,87,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:01:00,2017,12,9,1,31,91,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:02:00,2017,12,9,2,36,102,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:03:00,2017,12,9,3,34,97,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:04:00,2017,12,9,4,40,113,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:05:00,2017,12,9,5,45,124,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:06:00,2017,12,9,6,40,112,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:07:00,2017,12,9,7,49,134,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:08:00,2017,12,9,8,52,141,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:09:00,2017,12,9,9,51,140,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:10:00,2017,12,9,10,49,134,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:11:00,2017,12,9,11,46,128,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:12:00,2017,12,9,12,41,116,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:13:00,2017,12,9,13,43,118,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:14:00,2017,12,9,14,39,110,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:15:00,2017,12,9,15,35,98,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:16:00,2017,12,9,16,34,97,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:17:00,2017,12,9,17,30,89,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:18:00,2017,12,9,18,32,92,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:19:00,2017,12,9,19,29,86,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:20:00,2017,12,9,20,32,92,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:21:00,2017,12,9,21,35,99,Moderate,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:22:00,2017,12,9,22,34,97,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC17:23:00,2017,12,9,23,34,97,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:00:00,2017,12,10,0,49,133,Unhealthy for Sensitive Groups,63,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:01:00,2017,12,10,1,56,151,Unhealthy,63,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:02:00,2017,12,10,2,54,146,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:03:00,2017,12,10,3,56,151,Unhealthy,58,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:04:00,2017,12,10,4,47,130,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:05:00,2017,12,10,5,54,147,Unhealthy for Sensitive Groups,61,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:06:00,2017,12,10,6,56,151,Unhealthy,57,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:07:00,2017,12,10,7,61,154,Unhealthy,66,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:08:00,2017,12,10,8,67,157,Unhealthy,73,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:09:00,2017,12,10,9,63,155,Unhealthy,60,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:10:00,2017,12,10,10,55,150,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:11:00,2017,12,10,11,50,137,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:12:00,2017,12,10,12,45,125,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:13:00,2017,12,10,13,42,116,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:14:00,2017,12,10,14,42,118,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:15:00,2017,12,10,15,42,117,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:16:00,2017,12,10,16,40,112,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:17:00,2017,12,10,17,42,116,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:18:00,2017,12,10,18,38,106,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:19:00,2017,12,10,19,36,103,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:20:00,2017,12,10,20,34,97,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:21:00,2017,12,10,21,34,96,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:22:00,2017,12,10,22,34,97,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,10DEC17:23:00,2017,12,10,23,33,95,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:00:00,2017,12,11,0,45,124,Unhealthy for Sensitive Groups,59,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:01:00,2017,12,11,1,48,133,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:02:00,2017,12,11,2,48,132,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:03:00,2017,12,11,3,55,149,Unhealthy for Sensitive Groups,62,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:04:00,2017,12,11,4,59,153,Unhealthy,63,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:05:00,2017,12,11,5,56,151,Unhealthy,53,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:06:00,2017,12,11,6,59,153,Unhealthy,62,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:07:00,2017,12,11,7,69,158,Unhealthy,78,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:08:00,2017,12,11,8,86,167,Unhealthy,104,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:09:00,2017,12,11,9,86,167,Unhealthy,86,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:10:00,2017,12,11,10,68,157,Unhealthy,49,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:11:00,2017,12,11,11,61,154,Unhealthy,55,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:12:00,2017,12,11,12,54,147,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:13:00,2017,12,11,13,45,123,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:14:00,2017,12,11,14,40,113,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:15:00,2017,12,11,15,42,116,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:16:00,2017,12,11,16,44,123,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:17:00,2017,12,11,17,41,114,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:18:00,2017,12,11,18,31,90,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:19:00,2017,12,11,19,31,91,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:20:00,2017,12,11,20,31,91,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:21:00,2017,12,11,21,32,94,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:22:00,2017,12,11,22,36,101,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,11DEC17:23:00,2017,12,11,23,28,85,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:00:00,2017,12,12,0,27,81,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:01:00,2017,12,12,1,26,81,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:02:00,2017,12,12,2,22,71,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:03:00,2017,12,12,3,36,102,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:04:00,2017,12,12,4,35,99,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:05:00,2017,12,12,5,39,109,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:06:00,2017,12,12,6,57,152,Unhealthy,75,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:07:00,2017,12,12,7,70,158,Unhealthy,83,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:08:00,2017,12,12,8,71,159,Unhealthy,71,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:09:00,2017,12,12,9,72,160,Unhealthy,74,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:10:00,2017,12,12,10,70,159,Unhealthy,68,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:11:00,2017,12,12,11,61,154,Unhealthy,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:12:00,2017,12,12,12,52,140,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:13:00,2017,12,12,13,45,125,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:14:00,2017,12,12,14,40,112,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:15:00,2017,12,12,15,38,106,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:16:00,2017,12,12,16,39,110,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:17:00,2017,12,12,17,42,117,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:18:00,2017,12,12,18,42,117,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:19:00,2017,12,12,19,40,112,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:20:00,2017,12,12,20,34,97,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:21:00,2017,12,12,21,33,95,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:22:00,2017,12,12,22,35,98,Moderate,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,12DEC17:23:00,2017,12,12,23,28,85,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:00:00,2017,12,13,0,29,87,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:01:00,2017,12,13,1,28,83,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:02:00,2017,12,13,2,23,74,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:03:00,2017,12,13,3,25,77,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:04:00,2017,12,13,4,29,86,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:05:00,2017,12,13,5,29,87,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:06:00,2017,12,13,6,36,103,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:07:00,2017,12,13,7,47,130,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:08:00,2017,12,13,8,44,122,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:09:00,2017,12,13,9,49,133,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:10:00,2017,12,13,10,44,122,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:11:00,2017,12,13,11,46,127,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:12:00,2017,12,13,12,45,123,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:13:00,2017,12,13,13,44,122,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:14:00,2017,12,13,14,46,126,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:15:00,2017,12,13,15,47,129,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:16:00,2017,12,13,16,50,136,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:17:00,2017,12,13,17,50,136,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:18:00,2017,12,13,18,49,135,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:19:00,2017,12,13,19,46,127,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:20:00,2017,12,13,20,43,118,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:21:00,2017,12,13,21,40,113,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:22:00,2017,12,13,22,33,96,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,13DEC17:23:00,2017,12,13,23,34,97,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:00:00,2017,12,14,0,32,92,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:01:00,2017,12,14,1,29,86,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:02:00,2017,12,14,2,28,84,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:03:00,2017,12,14,3,26,80,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:04:00,2017,12,14,4,26,81,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:05:00,2017,12,14,5,27,82,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:06:00,2017,12,14,6,21,69,Moderate,15,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:07:00,2017,12,14,7,28,84,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:08:00,2017,12,14,8,23,74,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:09:00,2017,12,14,9,24,76,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:10:00,2017,12,14,10,25,79,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:11:00,2017,12,14,11,28,84,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:12:00,2017,12,14,12,33,95,Moderate,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:13:00,2017,12,14,13,36,103,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:14:00,2017,12,14,14,36,101,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:15:00,2017,12,14,15,34,97,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:16:00,2017,12,14,16,31,91,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:17:00,2017,12,14,17,33,96,Moderate,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:18:00,2017,12,14,18,49,135,Unhealthy for Sensitive Groups,65,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:19:00,2017,12,14,19,58,152,Unhealthy,66,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:20:00,2017,12,14,20,57,152,Unhealthy,56,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:21:00,2017,12,14,21,63,155,Unhealthy,69,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:22:00,2017,12,14,22,58,152,Unhealthy,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,14DEC17:23:00,2017,12,14,23,51,140,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:00:00,2017,12,15,0,42,117,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:01:00,2017,12,15,1,35,98,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:02:00,2017,12,15,2,24,76,Moderate,14,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:03:00,2017,12,15,3,26,79,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:04:00,2017,12,15,4,20,68,Moderate,15,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:05:00,2017,12,15,5,22,72,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:06:00,2017,12,15,6,22,71,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:07:00,2017,12,15,7,29,86,Moderate,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:08:00,2017,12,15,8,32,93,Moderate,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:09:00,2017,12,15,9,45,125,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:10:00,2017,12,15,10,47,128,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:11:00,2017,12,15,11,56,151,Unhealthy,65,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:12:00,2017,12,15,12,74,161,Unhealthy,92,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:13:00,2017,12,15,13,87,167,Unhealthy,101,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:14:00,2017,12,15,14,92,170,Unhealthy,96,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:15:00,2017,12,15,15,94,171,Unhealthy,96,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:16:00,2017,12,15,16,91,170,Unhealthy,89,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:17:00,2017,12,15,17,83,165,Unhealthy,74,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:18:00,2017,12,15,18,66,157,Unhealthy,50,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:19:00,2017,12,15,19,52,142,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:20:00,2017,12,15,20,42,117,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:21:00,2017,12,15,21,37,105,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:22:00,2017,12,15,22,35,99,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,15DEC17:23:00,2017,12,15,23,30,88,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:00:00,2017,12,16,0,29,86,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:01:00,2017,12,16,1,26,80,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:02:00,2017,12,16,2,22,73,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:03:00,2017,12,16,3,21,69,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:04:00,2017,12,16,4,29,86,Moderate,37,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:05:00,2017,12,16,5,35,100,Moderate,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:06:00,2017,12,16,6,48,131,Unhealthy for Sensitive Groups,60,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:07:00,2017,12,16,7,58,152,Unhealthy,69,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:08:00,2017,12,16,8,80,163,Unhealthy,101,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:09:00,2017,12,16,9,78,163,Unhealthy,77,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:10:00,2017,12,16,10,59,153,Unhealthy,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:11:00,2017,12,16,11,45,123,Unhealthy for Sensitive Groups,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:12:00,2017,12,16,12,39,109,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:13:00,2017,12,16,13,38,108,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:14:00,2017,12,16,14,43,120,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:15:00,2017,12,16,15,44,121,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:16:00,2017,12,16,16,43,119,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:17:00,2017,12,16,17,46,127,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:18:00,2017,12,16,18,37,104,Unhealthy for Sensitive Groups,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:19:00,2017,12,16,19,33,96,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:20:00,2017,12,16,20,32,93,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,16DEC17:21:00,2017,12,16,21,34,97,Moderate,36,UG/M3,1 Hr,Valid
