Site,Parameter,Date,Year,Month,Day,Hour,NowCastConc,AQI,AQICat,RawConc,ConcUnit,Duration,QCName
Ho Chi Minh City,PM2.5 - Principal,01DEC17:22:00,2017,12,1,22,63,155,Unhealthy,70,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,01DEC17:23:00,2017,12,1,23,53,145,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:00:00,2017,12,2,0,53,145,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:01:00,2017,12,2,1,42,117,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:02:00,2017,12,2,2,35,98,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:03:00,2017,12,2,3,26,81,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:04:00,2017,12,2,4,19,65,Moderate,11,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:05:00,2017,12,2,5,24,77,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:06:00,2017,12,2,6,26,79,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:07:00,2017,12,2,7,32,93,Moderate,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:08:00,2017,12,2,8,34,96,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:09:00,2017,12,2,9,48,133,Unhealthy for Sensitive Groups,63,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:10:00,2017,12,2,10,57,152,Unhealthy,66,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:11:00,2017,12,2,11,62,154,Unhealthy,67,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:12:00,2017,12,2,12,54,147,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:13:00,2017,12,2,13,39,108,Unhealthy for Sensitive Groups,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:14:00,2017,12,2,14,34,96,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:15:00,2017,12,2,15,32,92,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:16:00,2017,12,2,16,35,100,Moderate,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:17:00,2017,12,2,17,45,124,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:18:00,2017,12,2,18,49,135,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:19:00,2017,12,2,19,48,132,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:20:00,2017,12,2,20,40,111,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:21:00,2017,12,2,21,36,103,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:22:00,2017,12,2,22,32,93,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC17:23:00,2017,12,2,23,34,96,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:00:00,2017,12,3,0,44,121,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:01:00,2017,12,3,1,38,108,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:02:00,2017,12,3,2,35,99,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:03:00,2017,12,3,3,36,103,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:04:00,2017,12,3,4,50,137,Unhealthy for Sensitive Groups,64,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:05:00,2017,12,3,5,44,122,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:06:00,2017,12,3,6,51,139,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:07:00,2017,12,3,7,54,145,Unhealthy for Sensitive Groups,56,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:08:00,2017,12,3,8,54,146,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:09:00,2017,12,3,9,51,140,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:10:00,2017,12,3,10,55,148,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:11:00,2017,12,3,11,40,113,Unhealthy for Sensitive Groups,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:12:00,2017,12,3,12,36,102,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:13:00,2017,12,3,13,30,89,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:14:00,2017,12,3,14,26,79,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:15:00,2017,12,3,15,26,81,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:16:00,2017,12,3,16,26,79,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:17:00,2017,12,3,17,28,85,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:18:00,2017,12,3,18,30,89,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:19:00,2017,12,3,19,28,84,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:20:00,2017,12,3,20,30,89,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:21:00,2017,12,3,21,35,98,Moderate,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:22:00,2017,12,3,22,23,73,Moderate,11,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC17:23:00,2017,12,3,23,27,82,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:00:00,2017,12,4,0,32,93,Moderate,37,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:01:00,2017,12,4,1,34,97,Moderate,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:02:00,2017,12,4,2,39,109,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:03:00,2017,12,4,3,31,92,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:04:00,2017,12,4,4,31,91,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:05:00,2017,12,4,5,31,91,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:06:00,2017,12,4,6,39,108,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:07:00,2017,12,4,7,37,104,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:08:00,2017,12,4,8,35,99,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:09:00,2017,12,4,9,31,91,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:10:00,2017,12,4,10,23,74,Moderate,15,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:11:00,2017,12,4,11,25,79,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:12:00,2017,12,4,12,36,103,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:13:00,2017,12,4,13,31,91,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:14:00,2017,12,4,14,24,76,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:15:00,2017,12,4,15,28,83,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:16:00,2017,12,4,16,29,87,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:17:00,2017,12,4,17,23,73,Moderate,16,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:18:00,2017,12,4,18,27,82,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:19:00,2017,12,4,19,22,73,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:20:00,2017,12,4,20,31,90,Moderate,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:21:00,2017,12,4,21,30,89,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:22:00,2017,12,4,22,28,84,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC17:23:00,2017,12,4,23,29,87,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:00:00,2017,12,5,0,24,76,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:01:00,2017,12,5,1,24,75,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:02:00,2017,12,5,2,38,106,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:03:00,2017,12,5,3,47,130,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:04:00,2017,12,5,4,50,136,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:05:00,2017,12,5,5,44,121,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:06:00,2017,12,5,6,45,124,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:07:00,2017,12,5,7,56,151,Unhealthy,67,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:08:00,2017,12,5,8,54,146,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:09:00,2017,12,5,9,60,153,Unhealthy,66,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:10:00,2017,12,5,10,63,155,Unhealthy,65,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:11:00,2017,12,5,11,58,152,Unhealthy,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:12:00,2017,12,5,12,50,137,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:13:00,2017,12,5,13,41,115,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:14:00,2017,12,5,14,42,117,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:15:00,2017,12,5,15,52,140,Unhealthy for Sensitive Groups,61,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:16:00,2017,12,5,16,49,135,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:17:00,2017,12,5,17,37,105,Unhealthy for Sensitive Groups,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:18:00,2017,12,5,18,29,85,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:19:00,2017,12,5,19,33,95,Moderate,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:20:00,2017,12,5,20,35,98,Moderate,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:21:00,2017,12,5,21,47,129,Unhealthy for Sensitive Groups,59,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:22:00,2017,12,5,22,41,114,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC17:23:00,2017,12,5,23,37,106,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:00:00,2017,12,6,0,44,121,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:01:00,2017,12,6,1,42,117,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:02:00,2017,12,6,2,38,108,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:03:00,2017,12,6,3,43,119,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:04:00,2017,12,6,4,40,113,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:05:00,2017,12,6,5,49,133,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:06:00,2017,12,6,6,60,153,Unhealthy,72,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:07:00,2017,12,6,7,65,156,Unhealthy,69,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:08:00,2017,12,6,8,73,160,Unhealthy,81,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:09:00,2017,12,6,9,73,160,Unhealthy,34,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:10:00,2017,12,6,10,96,172,Unhealthy,107,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:11:00,2017,12,6,11,95,171,Unhealthy,94,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:12:00,2017,12,6,12,79,163,Unhealthy,66,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:13:00,2017,12,6,13,71,159,Unhealthy,64,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:14:00,2017,12,6,14,64,155,Unhealthy,56,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:15:00,2017,12,6,15,42,116,Unhealthy for Sensitive Groups,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:16:00,2017,12,6,16,29,87,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:17:00,2017,12,6,17,33,95,Moderate,37,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:18:00,2017,12,6,18,38,106,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:19:00,2017,12,6,19,29,87,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:20:00,2017,12,6,20,25,77,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:21:00,2017,12,6,21,27,83,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:22:00,2017,12,6,22,25,77,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC17:23:00,2017,12,6,23,25,79,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:00:00,2017,12,7,0,29,87,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:01:00,2017,12,7,1,24,76,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:02:00,2017,12,7,2,27,82,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:03:00,2017,12,7,3,35,98,Moderate,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:04:00,2017,12,7,4,28,84,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:05:00,2017,12,7,5,26,80,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:06:00,2017,12,7,6,34,98,Moderate,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:07:00,2017,12,7,7,46,127,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:08:00,2017,12,7,8,59,153,Unhealthy,72,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:09:00,2017,12,7,9,66,156,Unhealthy,72,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:10:00,2017,12,7,10,67,157,Unhealthy,68,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:11:00,2017,12,7,11,73,160,Unhealthy,79,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:12:00,2017,12,7,12,60,154,Unhealthy,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:13:00,2017,12,7,13,41,114,Unhealthy for Sensitive Groups,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:14:00,2017,12,7,14,35,99,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:15:00,2017,12,7,15,41,116,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:16:00,2017,12,7,16,37,105,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:17:00,2017,12,7,17,32,93,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:18:00,2017,12,7,18,29,85,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:19:00,2017,12,7,19,30,89,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:20:00,2017,12,7,20,29,86,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:21:00,2017,12,7,21,26,81,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:22:00,2017,12,7,22,30,89,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC17:23:00,2017,12,7,23,34,97,Moderate,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:00:00,2017,12,8,0,28,83,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:01:00,2017,12,8,1,31,91,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:02:00,2017,12,8,2,45,123,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:03:00,2017,12,8,3,50,137,Unhealthy for Sensitive Groups,56,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:04:00,2017,12,8,4,60,153,Unhealthy,69,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:05:00,2017,12,8,5,67,157,Unhealthy,75,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:06:00,2017,12,8,6,71,159,Unhealthy,74,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:07:00,2017,12,8,7,76,162,Unhealthy,82,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:08:00,2017,12,8,8,72,159,Unhealthy,67,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:09:00,2017,12,8,9,58,152,Unhealthy,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:10:00,2017,12,8,10,61,154,Unhealthy,63,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:11:00,2017,12,8,11,59,153,Unhealthy,57,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:12:00,2017,12,8,12,58,152,Unhealthy,58,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:13:00,2017,12,8,13,61,154,Unhealthy,64,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:14:00,2017,12,8,14,48,132,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:15:00,2017,12,8,15,50,137,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:16:00,2017,12,8,16,44,121,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:17:00,2017,12,8,17,39,110,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:18:00,2017,12,8,18,32,92,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:19:00,2017,12,8,19,27,83,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:20:00,2017,12,8,20,26,80,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:21:00,2017,12,8,21,24,76,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:22:00,2017,12,8,22,31,91,Moderate,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC17:23:00,2017,12,8,23,31,91,Moderate,31,UG/M3,1 Hr,Valid
