Site,Parameter,Date,Year,Month,Day,Hour,NowCastConc,AQI,AQICat,RawConc,ConcUnit,Duration,QCName
Ho Chi Minh City,PM2.5 - Principal,02FEB21:16:00,2021,2,2,16,39,110,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02FEB21:17:00,2021,2,2,17,40,111,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02FEB21:18:00,2021,2,2,18,35,99,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02FEB21:19:00,2021,2,2,19,29,87,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02FEB21:20:00,2021,2,2,20,25,77,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02FEB21:21:00,2021,2,2,21,24,76,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02FEB21:22:00,2021,2,2,22,23,74,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02FEB21:23:00,2021,2,2,23,26,80,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:00:00,2021,2,3,0,21,70,Moderate,16,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:01:00,2021,2,3,1,21,71,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:02:00,2021,2,3,2,25,77,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:03:00,2021,2,3,3,28,84,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:04:00,2021,2,3,4,38,107,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:05:00,2021,2,3,5,44,123,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:06:00,2021,2,3,6,52,141,Unhealthy for Sensitive Groups,59,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:07:00,2021,2,3,7,65,156,Unhealthy,79,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:08:00,2021,2,3,8,64,155,Unhealthy,63,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:09:00,2021,2,3,9,68,158,Unhealthy,72,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:10:00,2021,2,3,10,64,155,Unhealthy,60,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:11:00,2021,2,3,11,59,153,Unhealthy,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:12:00,2021,2,3,12,51,139,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:13:00,2021,2,3,13,51,138,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:14:00,2021,2,3,14,49,134,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:15:00,2021,2,3,15,41,114,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:16:00,2021,2,3,16,39,111,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:17:00,2021,2,3,17,35,99,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:18:00,2021,2,3,18,24,77,Moderate,14,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:19:00,2021,2,3,19,21,70,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:20:00,2021,2,3,20,23,74,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:21:00,2021,2,3,21,24,75,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:22:00,2021,2,3,22,23,73,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03FEB21:23:00,2021,2,3,23,23,75,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:00:00,2021,2,4,0,24,76,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:01:00,2021,2,4,1,49,133,Unhealthy for Sensitive Groups,73,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:02:00,2021,2,4,2,55,150,Unhealthy for Sensitive Groups,62,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:03:00,2021,2,4,3,51,139,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:04:00,2021,2,4,4,43,119,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:05:00,2021,2,4,5,43,119,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:06:00,2021,2,4,6,42,116,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:07:00,2021,2,4,7,41,114,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:08:00,2021,2,4,8,48,133,Unhealthy for Sensitive Groups,56,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:09:00,2021,2,4,9,58,152,Unhealthy,67,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:10:00,2021,2,4,10,66,157,Unhealthy,75,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:11:00,2021,2,4,11,58,152,Unhealthy,50,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:12:00,2021,2,4,12,52,142,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:13:00,2021,2,4,13,49,133,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:14:00,2021,2,4,14,45,124,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:15:00,2021,2,4,15,41,115,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:16:00,2021,2,4,16,42,117,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:17:00,2021,2,4,17,40,112,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:18:00,2021,2,4,18,36,101,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:19:00,2021,2,4,19,32,92,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:20:00,2021,2,4,20,29,87,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:21:00,2021,2,4,21,32,92,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:22:00,2021,2,4,22,28,85,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04FEB21:23:00,2021,2,4,23,26,81,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:00:00,2021,2,5,0,28,84,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:01:00,2021,2,5,1,30,89,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:02:00,2021,2,5,2,24,76,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:03:00,2021,2,5,3,27,82,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:04:00,2021,2,5,4,40,113,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:05:00,2021,2,5,5,46,127,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:06:00,2021,2,5,6,49,134,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:07:00,2021,2,5,7,51,139,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:08:00,2021,2,5,8,52,140,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:09:00,2021,2,5,9,60,153,Unhealthy,68,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:10:00,2021,2,5,10,61,154,Unhealthy,62,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:11:00,2021,2,5,11,70,159,Unhealthy,80,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:12:00,2021,2,5,12,66,156,Unhealthy,61,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:13:00,2021,2,5,13,59,153,Unhealthy,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:14:00,2021,2,5,14,54,148,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:15:00,2021,2,5,15,51,139,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:16:00,2021,2,5,16,49,134,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:17:00,2021,2,5,17,46,128,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:18:00,2021,2,5,18,40,113,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:19:00,2021,2,5,19,33,95,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:20:00,2021,2,5,20,30,89,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:21:00,2021,2,5,21,28,84,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:22:00,2021,2,5,22,25,77,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05FEB21:23:00,2021,2,5,23,22,71,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:00:00,2021,2,6,0,22,72,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:01:00,2021,2,6,1,25,77,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:02:00,2021,2,6,2,29,86,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:03:00,2021,2,6,3,33,96,Moderate,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:04:00,2021,2,6,4,37,104,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:05:00,2021,2,6,5,37,105,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:06:00,2021,2,6,6,33,95,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:07:00,2021,2,6,7,36,102,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:08:00,2021,2,6,8,43,118,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:09:00,2021,2,6,9,47,130,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:10:00,2021,2,6,10,68,157,Unhealthy,88,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:11:00,2021,2,6,11,84,166,Unhealthy,100,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:12:00,2021,2,6,12,104,176,Unhealthy,125,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:13:00,2021,2,6,13,96,172,Unhealthy,88,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:14:00,2021,2,6,14,85,166,Unhealthy,73,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:15:00,2021,2,6,15,79,163,Unhealthy,74,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:16:00,2021,2,6,16,74,160,Unhealthy,68,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:17:00,2021,2,6,17,52,142,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:18:00,2021,2,6,18,38,107,Unhealthy for Sensitive Groups,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:19:00,2021,2,6,19,28,84,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:20:00,2021,2,6,20,25,78,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:21:00,2021,2,6,21,31,91,Moderate,37,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:22:00,2021,2,6,22,24,76,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06FEB21:23:00,2021,2,6,23,22,73,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:00:00,2021,2,7,0,21,70,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:01:00,2021,2,7,1,24,75,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:02:00,2021,2,7,2,24,75,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:03:00,2021,2,7,3,26,80,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:04:00,2021,2,7,4,29,87,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:05:00,2021,2,7,5,28,85,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:06:00,2021,2,7,6,32,92,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:07:00,2021,2,7,7,39,110,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:08:00,2021,2,7,8,42,117,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:09:00,2021,2,7,9,53,143,Unhealthy for Sensitive Groups,63,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:10:00,2021,2,7,10,58,152,Unhealthy,64,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:11:00,2021,2,7,11,63,155,Unhealthy,68,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:12:00,2021,2,7,12,71,159,Unhealthy,78,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:13:00,2021,2,7,13,67,157,Unhealthy,64,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:14:00,2021,2,7,14,69,158,Unhealthy,71,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:15:00,2021,2,7,15,72,160,Unhealthy,75,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:16:00,2021,2,7,16,60,153,Unhealthy,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:17:00,2021,2,7,17,52,140,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:18:00,2021,2,7,18,53,143,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:19:00,2021,2,7,19,43,120,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:20:00,2021,2,7,20,36,101,Unhealthy for Sensitive Groups,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:21:00,2021,2,7,21,31,90,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:22:00,2021,2,7,22,24,77,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07FEB21:23:00,2021,2,7,23,27,82,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:00:00,2021,2,8,0,27,82,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:01:00,2021,2,8,1,27,83,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:02:00,2021,2,8,2,21,70,Moderate,15,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:03:00,2021,2,8,3,18,62,Moderate,14,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:04:00,2021,2,8,4,24,76,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:05:00,2021,2,8,5,30,88,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:06:00,2021,2,8,6,30,89,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:07:00,2021,2,8,7,30,89,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:08:00,2021,2,8,8,35,98,Moderate,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:09:00,2021,2,8,9,47,129,Unhealthy for Sensitive Groups,59,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:10:00,2021,2,8,10,47,129,Unhealthy for Sensitive Groups,25,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:11:00,2021,2,8,11,76,162,Unhealthy,91,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:12:00,2021,2,8,12,72,160,Unhealthy,69,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:13:00,2021,2,8,13,69,158,Unhealthy,66,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:14:00,2021,2,8,14,60,153,Unhealthy,51,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:15:00,2021,2,8,15,49,133,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:16:00,2021,2,8,16,40,113,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:17:00,2021,2,8,17,29,87,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:18:00,2021,2,8,18,26,79,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:19:00,2021,2,8,19,25,79,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:20:00,2021,2,8,20,22,72,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:21:00,2021,2,8,21,22,71,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:22:00,2021,2,8,22,22,71,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08FEB21:23:00,2021,2,8,23,21,69,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09FEB21:00:00,2021,2,9,0,23,75,Moderate,26,UG/M3,1 Hr,Valid
