Site,Parameter,Date,Year,Month,Day,Hour,NowCastConc,AQI,AQICat,RawConc,ConcUnit,Duration,QCName
Ho Chi Minh City,PM2.5 - Principal,03DEC20:21:00,2020,12,3,21,21,70,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC20:22:00,2020,12,3,22,22,71,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC20:23:00,2020,12,3,23,23,75,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:00:00,2020,12,4,0,25,78,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:01:00,2020,12,4,1,22,71,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:02:00,2020,12,4,2,21,70,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:03:00,2020,12,4,3,21,69,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:04:00,2020,12,4,4,23,74,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:05:00,2020,12,4,5,26,79,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:06:00,2020,12,4,6,25,78,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:07:00,2020,12,4,7,33,95,Moderate,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:08:00,2020,12,4,8,34,96,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:09:00,2020,12,4,9,32,92,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:10:00,2020,12,4,10,29,86,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:11:00,2020,12,4,11,31,91,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:12:00,2020,12,4,12,26,81,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:13:00,2020,12,4,13,27,82,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:14:00,2020,12,4,14,26,80,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:15:00,2020,12,4,15,26,79,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:16:00,2020,12,4,16,28,84,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:17:00,2020,12,4,17,35,99,Moderate,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:18:00,2020,12,4,18,38,106,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:19:00,2020,12,4,19,43,119,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:20:00,2020,12,4,20,40,111,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:21:00,2020,12,4,21,34,96,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:22:00,2020,12,4,22,31,91,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC20:23:00,2020,12,4,23,28,85,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:00:00,2020,12,5,0,31,91,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:01:00,2020,12,5,1,32,94,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:02:00,2020,12,5,2,37,105,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:03:00,2020,12,5,3,40,112,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:04:00,2020,12,5,4,41,115,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:05:00,2020,12,5,5,46,126,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:06:00,2020,12,5,6,49,134,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:07:00,2020,12,5,7,52,143,Unhealthy for Sensitive Groups,56,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:08:00,2020,12,5,8,62,154,Unhealthy,72,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:09:00,2020,12,5,9,63,155,Unhealthy,63,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:10:00,2020,12,5,10,52,141,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:11:00,2020,12,5,11,42,117,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:12:00,2020,12,5,12,35,100,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:13:00,2020,12,5,13,30,89,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:14:00,2020,12,5,14,30,89,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:15:00,2020,12,5,15,31,91,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:16:00,2020,12,5,16,34,96,Moderate,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:17:00,2020,12,5,17,36,101,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:18:00,2020,12,5,18,39,110,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:19:00,2020,12,5,19,43,118,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:20:00,2020,12,5,20,45,125,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:21:00,2020,12,5,21,36,103,Unhealthy for Sensitive Groups,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:22:00,2020,12,5,22,26,79,Moderate,15,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC20:23:00,2020,12,5,23,22,71,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:00:00,2020,12,6,0,19,66,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:01:00,2020,12,6,1,22,72,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:02:00,2020,12,6,2,25,77,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:03:00,2020,12,6,3,28,85,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:04:00,2020,12,6,4,26,80,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:05:00,2020,12,6,5,28,84,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:06:00,2020,12,6,6,29,87,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:07:00,2020,12,6,7,32,93,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:08:00,2020,12,6,8,30,88,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:09:00,2020,12,6,9,30,88,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:10:00,2020,12,6,10,25,78,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:11:00,2020,12,6,11,21,71,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:12:00,2020,12,6,12,19,65,Moderate,16,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:13:00,2020,12,6,13,21,70,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:14:00,2020,12,6,14,19,65,Moderate,16,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:15:00,2020,12,6,15,18,63,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:16:00,2020,12,6,16,21,71,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:17:00,2020,12,6,17,23,74,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:18:00,2020,12,6,18,20,68,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:19:00,2020,12,6,19,24,76,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:20:00,2020,12,6,20,32,92,Moderate,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:21:00,2020,12,6,21,34,96,Moderate,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:22:00,2020,12,6,22,30,89,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC20:23:00,2020,12,6,23,37,104,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:00:00,2020,12,7,0,39,109,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:01:00,2020,12,7,1,37,106,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:02:00,2020,12,7,2,35,100,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:03:00,2020,12,7,3,26,79,Moderate,16,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:04:00,2020,12,7,4,29,86,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:05:00,2020,12,7,5,26,80,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:06:00,2020,12,7,6,29,86,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:07:00,2020,12,7,7,28,85,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:08:00,2020,12,7,8,31,90,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:09:00,2020,12,7,9,32,92,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:10:00,2020,12,7,10,33,96,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:11:00,2020,12,7,11,37,104,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:12:00,2020,12,7,12,33,96,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:13:00,2020,12,7,13,34,96,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:14:00,2020,12,7,14,27,82,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:15:00,2020,12,7,15,20,68,Moderate,14,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:16:00,2020,12,7,16,22,72,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:17:00,2020,12,7,17,24,76,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:18:00,2020,12,7,18,22,72,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:19:00,2020,12,7,19,22,72,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:20:00,2020,12,7,20,26,80,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:21:00,2020,12,7,21,28,83,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:22:00,2020,12,7,22,23,73,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC20:23:00,2020,12,7,23,23,74,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:00:00,2020,12,8,0,24,77,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:01:00,2020,12,8,1,26,81,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:02:00,2020,12,8,2,29,86,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:03:00,2020,12,8,3,26,79,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:04:00,2020,12,8,4,29,87,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:05:00,2020,12,8,5,46,128,Unhealthy for Sensitive Groups,63,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:06:00,2020,12,8,6,50,137,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:07:00,2020,12,8,7,53,143,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:08:00,2020,12,8,8,48,132,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:09:00,2020,12,8,9,40,112,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:10:00,2020,12,8,10,36,101,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:11:00,2020,12,8,11,31,90,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:12:00,2020,12,8,12,27,83,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:13:00,2020,12,8,13,22,72,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:14:00,2020,12,8,14,18,63,Moderate,14,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:15:00,2020,12,8,15,16,59,Moderate,14,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:16:00,2020,12,8,16,17,60,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:17:00,2020,12,8,17,20,67,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:18:00,2020,12,8,18,19,65,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:19:00,2020,12,8,19,25,78,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:20:00,2020,12,8,20,25,79,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:21:00,2020,12,8,21,26,81,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:22:00,2020,12,8,22,34,96,Moderate,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC20:23:00,2020,12,8,23,31,91,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC20:00:00,2020,12,9,0,27,81,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC20:01:00,2020,12,9,1,24,77,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC20:02:00,2020,12,9,2,23,74,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC20:03:00,2020,12,9,3,23,73,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC20:04:00,2020,12,9,4,22,71,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC20:05:00,2020,12,9,5,21,70,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC20:06:00,2020,12,9,6,24,76,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,09DEC20:07:00,2020,12,9,7,27,83,Moderate,31,UG/M3,1 Hr,Valid
