Site,Parameter,Date,Year,Month,Day,Hour,NowCastConc,AQI,AQICat,RawConc,ConcUnit,Duration,QCName
Ho Chi Minh City,PM2.5 - Principal,02DEC19:04:00,2019,12,2,4,36,102,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:05:00,2019,12,2,5,32,93,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:06:00,2019,12,2,6,32,94,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:07:00,2019,12,2,7,37,105,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:08:00,2019,12,2,8,46,126,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:09:00,2019,12,2,9,47,129,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:10:00,2019,12,2,10,44,122,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:11:00,2019,12,2,11,41,113,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:12:00,2019,12,2,12,43,119,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:13:00,2019,12,2,13,40,113,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:14:00,2019,12,2,14,37,105,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:15:00,2019,12,2,15,36,103,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:16:00,2019,12,2,16,37,103,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:17:00,2019,12,2,17,39,108,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:18:00,2019,12,2,18,33,95,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:19:00,2019,12,2,19,27,82,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:20:00,2019,12,2,20,25,79,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:21:00,2019,12,2,21,27,82,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:22:00,2019,12,2,22,28,84,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,02DEC19:23:00,2019,12,2,23,31,92,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:00:00,2019,12,3,0,29,86,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:01:00,2019,12,3,1,26,80,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:02:00,2019,12,3,2,25,77,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:03:00,2019,12,3,3,25,79,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:04:00,2019,12,3,4,28,83,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:05:00,2019,12,3,5,28,84,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:06:00,2019,12,3,6,28,85,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:07:00,2019,12,3,7,29,86,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:08:00,2019,12,3,8,29,86,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:09:00,2019,12,3,9,31,90,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:10:00,2019,12,3,10,34,98,Moderate,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:11:00,2019,12,3,11,34,96,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:12:00,2019,12,3,12,34,97,Moderate,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:13:00,2019,12,3,13,36,102,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:14:00,2019,12,3,14,45,124,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:15:00,2019,12,3,15,48,131,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:16:00,2019,12,3,16,54,146,Unhealthy for Sensitive Groups,59,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:17:00,2019,12,3,17,55,149,Unhealthy for Sensitive Groups,56,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:18:00,2019,12,3,18,62,155,Unhealthy,70,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:19:00,2019,12,3,19,63,155,Unhealthy,64,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:20:00,2019,12,3,20,57,152,Unhealthy,50,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:21:00,2019,12,3,21,54,147,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:22:00,2019,12,3,22,60,153,Unhealthy,66,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,03DEC19:23:00,2019,12,3,23,46,127,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:00:00,2019,12,4,0,38,107,Unhealthy for Sensitive Groups,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:01:00,2019,12,4,1,33,94,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:02:00,2019,12,4,2,28,84,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:03:00,2019,12,4,3,30,89,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:04:00,2019,12,4,4,28,85,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:05:00,2019,12,4,5,29,85,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:06:00,2019,12,4,6,36,101,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:07:00,2019,12,4,7,44,121,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:08:00,2019,12,4,8,44,123,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:09:00,2019,12,4,9,46,126,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:10:00,2019,12,4,10,45,124,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:11:00,2019,12,4,11,44,123,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:12:00,2019,12,4,12,44,123,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:13:00,2019,12,4,13,44,122,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:14:00,2019,12,4,14,51,139,Unhealthy for Sensitive Groups,56,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:15:00,2019,12,4,15,48,133,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:16:00,2019,12,4,16,46,127,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:17:00,2019,12,4,17,41,114,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:18:00,2019,12,4,18,43,118,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:19:00,2019,12,4,19,41,115,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:20:00,2019,12,4,20,38,107,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:21:00,2019,12,4,21,36,102,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:22:00,2019,12,4,22,36,102,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,04DEC19:23:00,2019,12,4,23,35,98,N/A,34,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:00:00,2019,12,5,0,35,98,N/A,34,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:01:00,2019,12,5,1,35,98,N/A,34,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:02:00,2019,12,5,2,35,98,N/A,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:03:00,2019,12,5,3,46,126,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:04:00,2019,12,5,4,39,108,Unhealthy for Sensitive Groups,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:05:00,2019,12,5,5,39,110,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:06:00,2019,12,5,6,42,117,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:07:00,2019,12,5,7,48,131,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:08:00,2019,12,5,8,51,138,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:09:00,2019,12,5,9,46,127,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:10:00,2019,12,5,10,43,119,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:11:00,2019,12,5,11,39,111,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:12:00,2019,12,5,12,42,118,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:13:00,2019,12,5,13,44,122,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:14:00,2019,12,5,14,44,122,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:15:00,2019,12,5,15,43,120,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:16:00,2019,12,5,16,42,118,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:17:00,2019,12,5,17,44,122,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:18:00,2019,12,5,18,39,110,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:19:00,2019,12,5,19,41,115,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:20:00,2019,12,5,20,40,112,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:21:00,2019,12,5,21,36,102,Unhealthy for Sensitive Groups,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:22:00,2019,12,5,22,32,92,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,05DEC19:23:00,2019,12,5,23,30,88,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:00:00,2019,12,6,0,25,79,Moderate,22,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:01:00,2019,12,6,1,22,71,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:02:00,2019,12,6,2,20,68,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:03:00,2019,12,6,3,18,64,Moderate,16,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:04:00,2019,12,6,4,18,63,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:05:00,2019,12,6,5,20,67,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:06:00,2019,12,6,6,24,76,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:07:00,2019,12,6,7,26,79,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:08:00,2019,12,6,8,25,77,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:09:00,2019,12,6,9,25,78,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:10:00,2019,12,6,10,22,71,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:11:00,2019,12,6,11,20,68,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:12:00,2019,12,6,12,16,60,Moderate,13,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:13:00,2019,12,6,13,19,65,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:14:00,2019,12,6,14,17,61,Moderate,15,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:15:00,2019,12,6,15,17,61,Moderate,17,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:16:00,2019,12,6,16,18,64,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:17:00,2019,12,6,17,22,71,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:18:00,2019,12,6,18,25,79,Moderate,29,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:19:00,2019,12,6,19,26,80,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:20:00,2019,12,6,20,26,79,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:21:00,2019,12,6,21,27,82,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:22:00,2019,12,6,22,26,80,Moderate,25,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,06DEC19:23:00,2019,12,6,23,22,73,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:00:00,2019,12,7,0,23,74,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:01:00,2019,12,7,1,21,69,Moderate,18,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:02:00,2019,12,7,2,24,75,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:03:00,2019,12,7,3,26,80,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:04:00,2019,12,7,4,26,81,Moderate,27,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:05:00,2019,12,7,5,25,79,Moderate,24,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:06:00,2019,12,7,6,27,83,Moderate,30,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:07:00,2019,12,7,7,34,97,Moderate,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:08:00,2019,12,7,8,42,117,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:09:00,2019,12,7,9,48,132,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:10:00,2019,12,7,10,48,132,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:11:00,2019,12,7,11,42,117,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:12:00,2019,12,7,12,41,113,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:13:00,2019,12,7,13,36,101,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:14:00,2019,12,7,14,38,107,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:15:00,2019,12,7,15,36,102,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:16:00,2019,12,7,16,35,100,Moderate,35,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:17:00,2019,12,7,17,37,105,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:18:00,2019,12,7,18,41,113,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:19:00,2019,12,7,19,46,126,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:20:00,2019,12,7,20,48,132,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:21:00,2019,12,7,21,45,124,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:22:00,2019,12,7,22,39,110,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,07DEC19:23:00,2019,12,7,23,34,96,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:00:00,2019,12,8,0,31,91,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:01:00,2019,12,8,1,27,82,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:02:00,2019,12,8,2,25,78,Moderate,23,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:03:00,2019,12,8,3,22,72,Moderate,19,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:04:00,2019,12,8,4,21,70,Moderate,20,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:05:00,2019,12,8,5,21,70,Moderate,21,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:06:00,2019,12,8,6,23,75,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:07:00,2019,12,8,7,25,77,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:08:00,2019,12,8,8,32,93,Moderate,40,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:09:00,2019,12,8,9,32,93,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:10:00,2019,12,8,10,36,101,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:11:00,2019,12,8,11,37,104,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:12:00,2019,12,8,12,39,109,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:13:00,2019,12,8,13,36,103,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:14:00,2019,12,8,14,34,96,Moderate,31,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:15:00,2019,12,8,15,30,88,Moderate,26,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:16:00,2019,12,8,16,29,87,Moderate,28,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:17:00,2019,12,8,17,31,91,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:18:00,2019,12,8,18,32,92,Moderate,33,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:19:00,2019,12,8,19,41,115,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:20:00,2019,12,8,20,39,109,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:21:00,2019,12,8,21,35,100,Moderate,32,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,08DEC19:22:00,2019,12,8,22,29,86,Moderate,22,UG/M3,1 Hr,Valid
