Site,Parameter,Date,Year,Month,Day,Hour,AQI,RawConc,ConcUnit,Duration,QCName,AQICat,NowCastConc
Ho Chi Minh City,PM2.5 - Principal,17DEC16:22:00,2016,12,17,22,99,36,UG/M3,1 Hr,Valid,Moderate,37
Ho Chi Minh City,PM2.5 - Principal,17DEC16:23:00,2016,12,17,23,101,32,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,18DEC16:00:00,2016,12,18,0,101,36,UG/M3,1 Hr,Valid,Unhealth,35
Ho Chi Minh City,PM2.5 - Principal,18DEC16:01:00,2016,12,18,1,101,29,UG/M3,1 Hr,Valid,Unhealth,32
Ho Chi Minh City,PM2.5 - Principal,18DEC16:02:00,2016,12,18,2,102,33,UG/M3,1 Hr,Valid,Unhealth,33
Ho Chi Minh City,PM2.5 - Principal,18DEC16:03:00,2016,12,18,3,102,33,UG/M3,1 Hr,Valid,Unhealth,33
Ho Chi Minh City,PM2.5 - Principal,18DEC16:04:00,2016,12,18,4,103,38,UG/M3,1 Hr,Valid,Unhealth,35
Ho Chi Minh City,PM2.5 - Principal,18DEC16:05:00,2016,12,18,5,103,35,UG/M3,1 Hr,Valid,Unhealth,35
Ho Chi Minh City,PM2.5 - Principal,18DEC16:06:00,2016,12,18,6,103,40,UG/M3,1 Hr,Valid,Unhealth,37
Ho Chi Minh City,PM2.5 - Principal,18DEC16:07:00,2016,12,18,7,103,40,UG/M3,1 Hr,Valid,Unhealth,37
Ho Chi Minh City,PM2.5 - Principal,18DEC16:08:00,2016,12,18,8,104,48,UG/M3,1 Hr,Valid,Unhealth,42
Ho Chi Minh City,PM2.5 - Principal,18DEC16:09:00,2016,12,18,9,106,58,UG/M3,1 Hr,Valid,Unhealth,51
Ho Chi Minh City,PM2.5 - Principal,18DEC16:10:00,2016,12,18,10,109,51,UG/M3,1 Hr,Valid,Unhealth,51
Ho Chi Minh City,PM2.5 - Principal,18DEC16:11:00,2016,12,18,11,114,41,UG/M3,1 Hr,Valid,Unhealth,46
Ho Chi Minh City,PM2.5 - Principal,18DEC16:12:00,2016,12,18,12,116,33,UG/M3,1 Hr,Valid,Unhealth,39
Ho Chi Minh City,PM2.5 - Principal,18DEC16:13:00,2016,12,18,13,114,30,UG/M3,1 Hr,Valid,Unhealth,35
Ho Chi Minh City,PM2.5 - Principal,18DEC16:14:00,2016,12,18,14,113,24,UG/M3,1 Hr,Valid,Unhealth,29
Ho Chi Minh City,PM2.5 - Principal,18DEC16:15:00,2016,12,18,15,112,26,UG/M3,1 Hr,Valid,Unhealth,28
Ho Chi Minh City,PM2.5 - Principal,18DEC16:16:00,2016,12,18,16,113,24,UG/M3,1 Hr,Valid,Unhealth,26
Ho Chi Minh City,PM2.5 - Principal,18DEC16:17:00,2016,12,18,17,114,28,UG/M3,1 Hr,Valid,Unhealth,27
Ho Chi Minh City,PM2.5 - Principal,18DEC16:18:00,2016,12,18,18,114,44,UG/M3,1 Hr,Valid,Unhealth,35
Ho Chi Minh City,PM2.5 - Principal,18DEC16:19:00,2016,12,18,19,116,49,UG/M3,1 Hr,Valid,Unhealth,42
Ho Chi Minh City,PM2.5 - Principal,18DEC16:20:00,2016,12,18,20,116,57,UG/M3,1 Hr,Valid,Unhealth,50
Ho Chi Minh City,PM2.5 - Principal,18DEC16:21:00,2016,12,18,21,116,66,UG/M3,1 Hr,Valid,Unhealth,58
Ho Chi Minh City,PM2.5 - Principal,18DEC16:22:00,2016,12,18,22,118,83,UG/M3,1 Hr,Valid,Unhealth,70
Ho Chi Minh City,PM2.5 - Principal,18DEC16:23:00,2016,12,18,23,121,48,UG/M3,1 Hr,Valid,Unhealth,59
Ho Chi Minh City,PM2.5 - Principal,19DEC16:00:00,2016,12,19,0,124,25,UG/M3,1 Hr,Valid,Unhealth,42
Ho Chi Minh City,PM2.5 - Principal,19DEC16:01:00,2016,12,19,1,126,17,UG/M3,1 Hr,Valid,Unhealth,30
Ho Chi Minh City,PM2.5 - Principal,19DEC16:02:00,2016,12,19,2,126,26,UG/M3,1 Hr,Valid,Unhealth,28
Ho Chi Minh City,PM2.5 - Principal,19DEC16:03:00,2016,12,19,3,126,40,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,19DEC16:04:00,2016,12,19,4,126,45,UG/M3,1 Hr,Valid,Unhealth,39
Ho Chi Minh City,PM2.5 - Principal,19DEC16:05:00,2016,12,19,5,127,37,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,19DEC16:06:00,2016,12,19,6,128,55,UG/M3,1 Hr,Valid,Unhealth,47
Ho Chi Minh City,PM2.5 - Principal,19DEC16:07:00,2016,12,19,7,128,42,UG/M3,1 Hr,Valid,Unhealth,44
Ho Chi Minh City,PM2.5 - Principal,19DEC16:08:00,2016,12,19,8,127,54,UG/M3,1 Hr,Valid,Unhealth,49
Ho Chi Minh City,PM2.5 - Principal,19DEC16:09:00,2016,12,19,9,124,75,UG/M3,1 Hr,Valid,Unhealth,62
Ho Chi Minh City,PM2.5 - Principal,19DEC16:10:00,2016,12,19,10,119,84,UG/M3,1 Hr,Valid,Unhealth,73
Ho Chi Minh City,PM2.5 - Principal,19DEC16:11:00,2016,12,19,11,113,62,UG/M3,1 Hr,Valid,Unhealth,68
Ho Chi Minh City,PM2.5 - Principal,19DEC16:12:00,2016,12,19,12,110,52,UG/M3,1 Hr,Valid,Unhealth,60
Ho Chi Minh City,PM2.5 - Principal,19DEC16:13:00,2016,12,19,13,111,31,UG/M3,1 Hr,Valid,Unhealth,45
Ho Chi Minh City,PM2.5 - Principal,19DEC16:14:00,2016,12,19,14,112,26,UG/M3,1 Hr,Valid,Unhealth,36
Ho Chi Minh City,PM2.5 - Principal,19DEC16:15:00,2016,12,19,15,114,29,UG/M3,1 Hr,Valid,Unhealth,32
Ho Chi Minh City,PM2.5 - Principal,19DEC16:16:00,2016,12,19,16,116,33,UG/M3,1 Hr,Valid,Unhealth,33
Ho Chi Minh City,PM2.5 - Principal,19DEC16:17:00,2016,12,19,17,117,35,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,19DEC16:18:00,2016,12,19,18,122,42,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,19DEC16:19:00,2016,12,19,19,129,41,UG/M3,1 Hr,Valid,Unhealth,39
Ho Chi Minh City,PM2.5 - Principal,19DEC16:20:00,2016,12,19,20,142,27,UG/M3,1 Hr,Valid,Unhealth,33
Ho Chi Minh City,PM2.5 - Principal,19DEC16:21:00,2016,12,19,21,147,22,UG/M3,1 Hr,Valid,Unhealth,28
Ho Chi Minh City,PM2.5 - Principal,19DEC16:22:00,2016,12,19,22,150,20,UG/M3,1 Hr,Valid,Unhealth,24
Ho Chi Minh City,PM2.5 - Principal,19DEC16:23:00,2016,12,19,23,149,25,UG/M3,1 Hr,Valid,Unhealth,24
Ho Chi Minh City,PM2.5 - Principal,20DEC16:00:00,2016,12,20,0,149,31,UG/M3,1 Hr,Valid,Unhealth,28
Ho Chi Minh City,PM2.5 - Principal,20DEC16:01:00,2016,12,20,1,151,29,UG/M3,1 Hr,Valid,Unhealth,28
Ho Chi Minh City,PM2.5 - Principal,20DEC16:02:00,2016,12,20,2,150,39,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,20DEC16:03:00,2016,12,20,3,151,58,UG/M3,1 Hr,Valid,Unhealth,46
Ho Chi Minh City,PM2.5 - Principal,20DEC16:04:00,2016,12,20,4,151,55,UG/M3,1 Hr,Valid,Unhealth,50
Ho Chi Minh City,PM2.5 - Principal,20DEC16:05:00,2016,12,20,5,151,94,UG/M3,1 Hr,Valid,Unhealth,72
Ho Chi Minh City,PM2.5 - Principal,20DEC16:06:00,2016,12,20,6,152,124,UG/M3,1 Hr,Valid,Unhealth,98
Ho Chi Minh City,PM2.5 - Principal,20DEC16:07:00,2016,12,20,7,152,161,UG/M3,1 Hr,Valid,Unhealth,130
Ho Chi Minh City,PM2.5 - Principal,20DEC16:08:00,2016,12,20,8,153,105,UG/M3,1 Hr,Valid,Unhealth,117
Ho Chi Minh City,PM2.5 - Principal,20DEC16:09:00,2016,12,20,9,153,105,UG/M3,1 Hr,Valid,Unhealth,111
Ho Chi Minh City,PM2.5 - Principal,20DEC16:10:00,2016,12,20,10,154,70,UG/M3,1 Hr,Valid,Unhealth,91
Ho Chi Minh City,PM2.5 - Principal,20DEC16:11:00,2016,12,20,11,154,68,UG/M3,1 Hr,Valid,Unhealth,79
Ho Chi Minh City,PM2.5 - Principal,20DEC16:12:00,2016,12,20,12,154,63,UG/M3,1 Hr,Valid,Unhealth,71
Ho Chi Minh City,PM2.5 - Principal,20DEC16:13:00,2016,12,20,13,154,27,UG/M3,1 Hr,Valid,Unhealth,49
Ho Chi Minh City,PM2.5 - Principal,20DEC16:14:00,2016,12,20,14,154,33,UG/M3,1 Hr,Valid,Unhealth,41
Ho Chi Minh City,PM2.5 - Principal,20DEC16:15:00,2016,12,20,15,155,33,UG/M3,1 Hr,Valid,Unhealth,37
Ho Chi Minh City,PM2.5 - Principal,20DEC16:16:00,2016,12,20,16,154,38,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,20DEC16:17:00,2016,12,20,17,154,61,UG/M3,1 Hr,Valid,Unhealth,49
Ho Chi Minh City,PM2.5 - Principal,20DEC16:18:00,2016,12,20,18,153,74,UG/M3,1 Hr,Valid,Unhealth,62
Ho Chi Minh City,PM2.5 - Principal,20DEC16:19:00,2016,12,20,19,151,66,UG/M3,1 Hr,Valid,Unhealth,64
Ho Chi Minh City,PM2.5 - Principal,20DEC16:20:00,2016,12,20,20,142,37,UG/M3,1 Hr,Valid,Unhealth,50
Ho Chi Minh City,PM2.5 - Principal,20DEC16:21:00,2016,12,20,21,139,35,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,20DEC16:22:00,2016,12,20,22,135,38,UG/M3,1 Hr,Valid,Unhealth,40
Ho Chi Minh City,PM2.5 - Principal,20DEC16:23:00,2016,12,20,23,130,36,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,21DEC16:00:00,2016,12,21,0,126,36,UG/M3,1 Hr,Valid,Unhealth,37
Ho Chi Minh City,PM2.5 - Principal,21DEC16:01:00,2016,12,21,1,122,38,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,21DEC16:02:00,2016,12,21,2,125,48,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,21DEC16:03:00,2016,12,21,3,127,40,UG/M3,1 Hr,Valid,Unhealth,41
Ho Chi Minh City,PM2.5 - Principal,21DEC16:04:00,2016,12,21,4,127,45,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,21DEC16:05:00,2016,12,21,5,128,56,UG/M3,1 Hr,Valid,Unhealth,50
Ho Chi Minh City,PM2.5 - Principal,21DEC16:06:00,2016,12,21,6,125,42,UG/M3,1 Hr,Valid,Unhealth,46
Ho Chi Minh City,PM2.5 - Principal,21DEC16:07:00,2016,12,21,7,121,54,UG/M3,1 Hr,Valid,Unhealth,49
Ho Chi Minh City,PM2.5 - Principal,21DEC16:08:00,2016,12,21,8,117,83,UG/M3,1 Hr,Valid,Unhealth,66
Ho Chi Minh City,PM2.5 - Principal,21DEC16:09:00,2016,12,21,9,116,60,UG/M3,1 Hr,Valid,Unhealth,63
Ho Chi Minh City,PM2.5 - Principal,21DEC16:10:00,2016,12,21,10,115,25,UG/M3,1 Hr,Valid,Unhealth,44
Ho Chi Minh City,PM2.5 - Principal,21DEC16:11:00,2016,12,21,11,115,28,UG/M3,1 Hr,Valid,Unhealth,36
Ho Chi Minh City,PM2.5 - Principal,21DEC16:12:00,2016,12,21,12,114,29,UG/M3,1 Hr,Valid,Unhealth,33
Ho Chi Minh City,PM2.5 - Principal,21DEC16:13:00,2016,12,21,13,114,50,UG/M3,1 Hr,Valid,Unhealth,41
Ho Chi Minh City,PM2.5 - Principal,21DEC16:14:00,2016,12,21,14,116,54,UG/M3,1 Hr,Valid,Unhealth,48
Ho Chi Minh City,PM2.5 - Principal,21DEC16:15:00,2016,12,21,15,117,35,UG/M3,1 Hr,Valid,Unhealth,41
Ho Chi Minh City,PM2.5 - Principal,21DEC16:16:00,2016,12,21,16,119,44,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,21DEC16:17:00,2016,12,21,17,122,38,UG/M3,1 Hr,Valid,Unhealth,40
Ho Chi Minh City,PM2.5 - Principal,21DEC16:18:00,2016,12,21,18,125,35,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,21DEC16:19:00,2016,12,21,19,130,24,UG/M3,1 Hr,Valid,Unhealth,31
Ho Chi Minh City,PM2.5 - Principal,21DEC16:20:00,2016,12,21,20,137,27,UG/M3,1 Hr,Valid,Unhealth,29
Ho Chi Minh City,PM2.5 - Principal,21DEC16:21:00,2016,12,21,21,142,28,UG/M3,1 Hr,Valid,Unhealth,28
Ho Chi Minh City,PM2.5 - Principal,21DEC16:22:00,2016,12,21,22,145,32,UG/M3,1 Hr,Valid,Unhealth,30
Ho Chi Minh City,PM2.5 - Principal,21DEC16:23:00,2016,12,21,23,148,28,UG/M3,1 Hr,Valid,Unhealth,29
Ho Chi Minh City,PM2.5 - Principal,22DEC16:00:00,2016,12,22,0,148,38,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,22DEC16:01:00,2016,12,22,1,148,52,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,22DEC16:02:00,2016,12,22,2,145,63,UG/M3,1 Hr,Valid,Unhealth,53
Ho Chi Minh City,PM2.5 - Principal,22DEC16:03:00,2016,12,22,3,140,63,UG/M3,1 Hr,Valid,Unhealth,58
Ho Chi Minh City,PM2.5 - Principal,22DEC16:04:00,2016,12,22,4,138,73,UG/M3,1 Hr,Valid,Unhealth,65
Ho Chi Minh City,PM2.5 - Principal,22DEC16:05:00,2016,12,22,5,135,78,UG/M3,1 Hr,Valid,Unhealth,72
Ho Chi Minh City,PM2.5 - Principal,22DEC16:06:00,2016,12,22,6,133,94,UG/M3,1 Hr,Valid,Unhealth,83
Ho Chi Minh City,PM2.5 - Principal,22DEC16:07:00,2016,12,22,7,131,128,UG/M3,1 Hr,Valid,Unhealth,105
Ho Chi Minh City,PM2.5 - Principal,22DEC16:08:00,2016,12,22,8,131,123,UG/M3,1 Hr,Valid,Unhealth,114
Ho Chi Minh City,PM2.5 - Principal,22DEC16:09:00,2016,12,22,9,131,89,UG/M3,1 Hr,Valid,Unhealth,102
Ho Chi Minh City,PM2.5 - Principal,22DEC16:10:00,2016,12,22,10,133,37,UG/M3,1 Hr,Invalid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,22DEC16:11:00,2016,12,22,11,133,35,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,22DEC16:12:00,2016,12,22,12,134,24,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,22DEC16:13:00,2016,12,22,13,133,21,UG/M3,1 Hr,Valid,Unhealth,89
Ho Chi Minh City,PM2.5 - Principal,22DEC16:14:00,2016,12,22,14,131,13,UG/M3,1 Hr,Valid,Unhealth,51
Ho Chi Minh City,PM2.5 - Principal,22DEC16:15:00,2016,12,22,15,127,12,UG/M3,1 Hr,Valid,Unhealth,31
Ho Chi Minh City,PM2.5 - Principal,22DEC16:16:00,2016,12,22,16,123,17,UG/M3,1 Hr,Valid,Unhealth,24
Ho Chi Minh City,PM2.5 - Principal,22DEC16:17:00,2016,12,22,17,119,21,UG/M3,1 Hr,Valid,Unhealth,23
Ho Chi Minh City,PM2.5 - Principal,22DEC16:18:00,2016,12,22,18,115,18,UG/M3,1 Hr,Valid,Unhealth,20
Ho Chi Minh City,PM2.5 - Principal,22DEC16:19:00,2016,12,22,19,109,21,UG/M3,1 Hr,Valid,Unhealth,21
Ho Chi Minh City,PM2.5 - Principal,22DEC16:20:00,2016,12,22,20,103,29,UG/M3,1 Hr,Valid,Unhealth,25
Ho Chi Minh City,PM2.5 - Principal,22DEC16:21:00,2016,12,22,21,100,44,UG/M3,1 Hr,Valid,Moderate,34
Ho Chi Minh City,PM2.5 - Principal,22DEC16:22:00,2016,12,22,22,97,33,UG/M3,1 Hr,Valid,Moderate,34
Ho Chi Minh City,PM2.5 - Principal,22DEC16:23:00,2016,12,22,23,99,34,UG/M3,1 Hr,Valid,Moderate,34
Ho Chi Minh City,PM2.5 - Principal,23DEC16:00:00,2016,12,23,0,100,31,UG/M3,1 Hr,Valid,Moderate,32
Ho Chi Minh City,PM2.5 - Principal,23DEC16:01:00,2016,12,23,1,103,31,UG/M3,1 Hr,Valid,Unhealth,32
Ho Chi Minh City,PM2.5 - Principal,23DEC16:02:00,2016,12,23,2,106,28,UG/M3,1 Hr,Valid,Unhealth,30
Ho Chi Minh City,PM2.5 - Principal,23DEC16:03:00,2016,12,23,3,110,25,UG/M3,1 Hr,Valid,Unhealth,27
Ho Chi Minh City,PM2.5 - Principal,23DEC16:04:00,2016,12,23,4,114,35,UG/M3,1 Hr,Valid,Unhealth,31
Ho Chi Minh City,PM2.5 - Principal,23DEC16:05:00,2016,12,23,5,116,43,UG/M3,1 Hr,Valid,Unhealth,37
Ho Chi Minh City,PM2.5 - Principal,23DEC16:06:00,2016,12,23,6,117,38,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,23DEC16:07:00,2016,12,23,7,118,74,UG/M3,1 Hr,Valid,Unhealth,56
Ho Chi Minh City,PM2.5 - Principal,23DEC16:08:00,2016,12,23,8,119,100,UG/M3,1 Hr,Valid,Unhealth,78
Ho Chi Minh City,PM2.5 - Principal,23DEC16:09:00,2016,12,23,9,120,61,UG/M3,1 Hr,Valid,Unhealth,69
Ho Chi Minh City,PM2.5 - Principal,23DEC16:10:00,2016,12,23,10,119,53,UG/M3,1 Hr,Valid,Unhealth,61
Ho Chi Minh City,PM2.5 - Principal,23DEC16:11:00,2016,12,23,11,120,40,UG/M3,1 Hr,Valid,Unhealth,51
Ho Chi Minh City,PM2.5 - Principal,23DEC16:12:00,2016,12,23,12,120,47,UG/M3,1 Hr,Valid,Unhealth,49
Ho Chi Minh City,PM2.5 - Principal,23DEC16:13:00,2016,12,23,13,121,56,UG/M3,1 Hr,Valid,Unhealth,52
Ho Chi Minh City,PM2.5 - Principal,23DEC16:14:00,2016,12,23,14,122,54,UG/M3,1 Hr,Valid,Unhealth,53
Ho Chi Minh City,PM2.5 - Principal,23DEC16:15:00,2016,12,23,15,128,48,UG/M3,1 Hr,Valid,Unhealth,51
Ho Chi Minh City,PM2.5 - Principal,23DEC16:16:00,2016,12,23,16,137,32,UG/M3,1 Hr,Valid,Unhealth,41
Ho Chi Minh City,PM2.5 - Principal,23DEC16:17:00,2016,12,23,17,139,37,UG/M3,1 Hr,Valid,Unhealth,39
Ho Chi Minh City,PM2.5 - Principal,23DEC16:18:00,2016,12,23,18,140,28,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,23DEC16:19:00,2016,12,23,19,143,28,UG/M3,1 Hr,Valid,Unhealth,31
Ho Chi Minh City,PM2.5 - Principal,23DEC16:20:00,2016,12,23,20,144,36,UG/M3,1 Hr,Valid,Unhealth,33
Ho Chi Minh City,PM2.5 - Principal,23DEC16:21:00,2016,12,23,21,140,36,UG/M3,1 Hr,Valid,Unhealth,35
Ho Chi Minh City,PM2.5 - Principal,23DEC16:22:00,2016,12,23,22,140,40,UG/M3,1 Hr,Valid,Unhealth,37
Ho Chi Minh City,PM2.5 - Principal,23DEC16:23:00,2016,12,23,23,142,40,UG/M3,1 Hr,Valid,Unhealth,39
Ho Chi Minh City,PM2.5 - Principal,24DEC16:00:00,2016,12,24,0,146,41,UG/M3,1 Hr,Valid,Unhealth,40
Ho Chi Minh City,PM2.5 - Principal,24DEC16:01:00,2016,12,24,1,150,41,UG/M3,1 Hr,Valid,Unhealth,40
Ho Chi Minh City,PM2.5 - Principal,24DEC16:02:00,2016,12,24,2,151,87,UG/M3,1 Hr,Valid,Unhealth,64
Ho Chi Minh City,PM2.5 - Principal,24DEC16:03:00,2016,12,24,3,151,108,UG/M3,1 Hr,Valid,Unhealth,86
Ho Chi Minh City,PM2.5 - Principal,24DEC16:04:00,2016,12,24,4,151,59,UG/M3,1 Hr,Valid,Unhealth,72
Ho Chi Minh City,PM2.5 - Principal,24DEC16:05:00,2016,12,24,5,152,51,UG/M3,1 Hr,Valid,Unhealth,62
Ho Chi Minh City,PM2.5 - Principal,24DEC16:06:00,2016,12,24,6,152,67,UG/M3,1 Hr,Valid,Unhealth,64
Ho Chi Minh City,PM2.5 - Principal,24DEC16:07:00,2016,12,24,7,152,82,UG/M3,1 Hr,Valid,Unhealth,73
Ho Chi Minh City,PM2.5 - Principal,24DEC16:08:00,2016,12,24,8,152,62,UG/M3,1 Hr,Valid,Unhealth,68
Ho Chi Minh City,PM2.5 - Principal,24DEC16:09:00,2016,12,24,9,152,59,UG/M3,1 Hr,Valid,Unhealth,63
Ho Chi Minh City,PM2.5 - Principal,24DEC16:10:00,2016,12,24,10,152,71,UG/M3,1 Hr,Valid,Unhealth,67
Ho Chi Minh City,PM2.5 - Principal,24DEC16:11:00,2016,12,24,11,152,80,UG/M3,1 Hr,Valid,Unhealth,74
Ho Chi Minh City,PM2.5 - Principal,24DEC16:12:00,2016,12,24,12,152,84,UG/M3,1 Hr,Valid,Unhealth,79
Ho Chi Minh City,PM2.5 - Principal,24DEC16:13:00,2016,12,24,13,152,68,UG/M3,1 Hr,Valid,Unhealth,73
Ho Chi Minh City,PM2.5 - Principal,24DEC16:14:00,2016,12,24,14,152,60,UG/M3,1 Hr,Valid,Unhealth,67
Ho Chi Minh City,PM2.5 - Principal,24DEC16:15:00,2016,12,24,15,151,57,UG/M3,1 Hr,Valid,Unhealth,64
Ho Chi Minh City,PM2.5 - Principal,24DEC16:16:00,2016,12,24,16,145,55,UG/M3,1 Hr,Valid,Unhealth,60
Ho Chi Minh City,PM2.5 - Principal,24DEC16:17:00,2016,12,24,17,143,32,UG/M3,1 Hr,Valid,Unhealth,45
Ho Chi Minh City,PM2.5 - Principal,24DEC16:18:00,2016,12,24,18,148,23,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,24DEC16:19:00,2016,12,24,19,151,28,UG/M3,1 Hr,Valid,Unhealth,31
Ho Chi Minh City,PM2.5 - Principal,24DEC16:20:00,2016,12,24,20,152,32,UG/M3,1 Hr,Valid,Unhealth,32
Ho Chi Minh City,PM2.5 - Principal,24DEC16:21:00,2016,12,24,21,152,33,UG/M3,1 Hr,Valid,Unhealth,32
Ho Chi Minh City,PM2.5 - Principal,24DEC16:22:00,2016,12,24,22,153,47,UG/M3,1 Hr,Valid,Unhealth,40
Ho Chi Minh City,PM2.5 - Principal,24DEC16:23:00,2016,12,24,23,152,45,UG/M3,1 Hr,Valid,Unhealth,42
Ho Chi Minh City,PM2.5 - Principal,25DEC16:00:00,2016,12,25,0,152,44,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,25DEC16:01:00,2016,12,25,1,151,54,UG/M3,1 Hr,Valid,Unhealth,49
Ho Chi Minh City,PM2.5 - Principal,25DEC16:02:00,2016,12,25,2,150,48,UG/M3,1 Hr,Valid,Unhealth,48
Ho Chi Minh City,PM2.5 - Principal,25DEC16:03:00,2016,12,25,3,151,41,UG/M3,1 Hr,Valid,Unhealth,45
Ho Chi Minh City,PM2.5 - Principal,25DEC16:04:00,2016,12,25,4,152,42,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,25DEC16:05:00,2016,12,25,5,152,96,UG/M3,1 Hr,Valid,Unhealth,70
Ho Chi Minh City,PM2.5 - Principal,25DEC16:06:00,2016,12,25,6,152,111,UG/M3,1 Hr,Valid,Unhealth,90
Ho Chi Minh City,PM2.5 - Principal,25DEC16:07:00,2016,12,25,7,152,100,UG/M3,1 Hr,Valid,Unhealth,95
Ho Chi Minh City,PM2.5 - Principal,25DEC16:08:00,2016,12,25,8,152,84,UG/M3,1 Hr,Valid,Unhealth,90
Ho Chi Minh City,PM2.5 - Principal,25DEC16:09:00,2016,12,25,9,152,75,UG/M3,1 Hr,Valid,Unhealth,82
Ho Chi Minh City,PM2.5 - Principal,25DEC16:10:00,2016,12,25,10,152,53,UG/M3,1 Hr,Valid,Unhealth,68
Ho Chi Minh City,PM2.5 - Principal,25DEC16:11:00,2016,12,25,11,152,47,UG/M3,1 Hr,Valid,Unhealth,57
Ho Chi Minh City,PM2.5 - Principal,25DEC16:12:00,2016,12,25,12,152,60,UG/M3,1 Hr,Valid,Unhealth,59
Ho Chi Minh City,PM2.5 - Principal,25DEC16:13:00,2016,12,25,13,152,60,UG/M3,1 Hr,Valid,Unhealth,59
Ho Chi Minh City,PM2.5 - Principal,25DEC16:14:00,2016,12,25,14,152,75,UG/M3,1 Hr,Valid,Unhealth,67
Ho Chi Minh City,PM2.5 - Principal,25DEC16:15:00,2016,12,25,15,153,72,UG/M3,1 Hr,Valid,Unhealth,70
Ho Chi Minh City,PM2.5 - Principal,25DEC16:16:00,2016,12,25,16,153,54,UG/M3,1 Hr,Valid,Unhealth,62
Ho Chi Minh City,PM2.5 - Principal,25DEC16:17:00,2016,12,25,17,153,38,UG/M3,1 Hr,Valid,Unhealth,50
Ho Chi Minh City,PM2.5 - Principal,25DEC16:18:00,2016,12,25,18,152,37,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,25DEC16:19:00,2016,12,25,19,147,32,UG/M3,1 Hr,Valid,Unhealth,38
Ho Chi Minh City,PM2.5 - Principal,25DEC16:20:00,2016,12,25,20,142,30,UG/M3,1 Hr,Valid,Unhealth,34
Ho Chi Minh City,PM2.5 - Principal,25DEC16:21:00,2016,12,25,21,138,36,UG/M3,1 Hr,Valid,Unhealth,35
Ho Chi Minh City,PM2.5 - Principal,25DEC16:22:00,2016,12,25,22,134,46,UG/M3,1 Hr,Valid,Unhealth,40
Ho Chi Minh City,PM2.5 - Principal,25DEC16:23:00,2016,12,25,23,133,49,UG/M3,1 Hr,Valid,Unhealth,45
Ho Chi Minh City,PM2.5 - Principal,26DEC16:00:00,2016,12,26,0,133,50,UG/M3,1 Hr,Valid,Unhealth,47
Ho Chi Minh City,PM2.5 - Principal,26DEC16:01:00,2016,12,26,1,133,67,UG/M3,1 Hr,Valid,Unhealth,57
Ho Chi Minh City,PM2.5 - Principal,26DEC16:02:00,2016,12,26,2,134,65,UG/M3,1 Hr,Valid,Unhealth,61
Ho Chi Minh City,PM2.5 - Principal,26DEC16:03:00,2016,12,26,3,132,32,UG/M3,1 Hr,Valid,Unhealth,47
Ho Chi Minh City,PM2.5 - Principal,26DEC16:04:00,2016,12,26,4,128,41,UG/M3,1 Hr,Valid,Unhealth,44
Ho Chi Minh City,PM2.5 - Principal,26DEC16:05:00,2016,12,26,5,126,61,UG/M3,1 Hr,Valid,Unhealth,52
Ho Chi Minh City,PM2.5 - Principal,26DEC16:06:00,2016,12,26,6,125,34,UG/M3,1 Hr,Valid,Unhealth,43
Ho Chi Minh City,PM2.5 - Principal,26DEC16:07:00,2016,12,26,7,126,51,UG/M3,1 Hr,Valid,Unhealth,47
