date,_pm25,_pm10,_o3,_no2,_so2,_co,year,month,day,dayofyear,refperiod,lnpm25,city
2020-11-29,102,34,9,29,,,2020,11,29,29NOV,0,4.6249728133,Paris
2020-11-30,80,42,7,24,,,2020,11,30,30NOV,0,4.3820266347,Paris
2020-12-01,93,32,15,26,,,2020,12,1,01DEC,0,4.5325994932,Paris
2020-12-02,50,35,15,28,,,2020,12,2,02DEC,0,3.9120230054,Paris
2020-12-03,52,22,19,25,,,2020,12,3,03DEC,0,3.9512437186,Paris
2020-12-04,42,19,24,28,,,2020,12,4,04DEC,0,3.7376696183,Paris
2020-12-05,41,14,17,21,,,2020,12,5,05DEC,0,3.7135720667,Paris
2020-12-06,44,23,13,25,,,2020,12,6,06DEC,0,3.7841896339,Paris
2020-12-07,53,36,2,25,,,2020,12,7,07DEC,0,3.9702919136,Paris
2020-12-08,84,27,3,19,,,2020,12,8,08DEC,0,4.4308167988,Paris
2020-12-09,69,31,8,17,,,2020,12,9,09DEC,0,4.2341065046,Paris
2020-12-10,73,15,9,10,,,2020,12,10,10DEC,0,4.2904594411,Paris
2020-12-11,49,9,18,9,,,2020,12,11,11DEC,0,3.8918202981,Paris
2020-12-12,43,18,18,13,,,2020,12,12,12DEC,0,3.7612001157,Paris
2020-12-13,49,12,16,5,1,,2020,12,13,13DEC,0,3.8918202981,Paris
2020-12-14,38,10,13,9,,,2020,12,14,14DEC,0,3.6375861597,Paris
2020-12-15,37,23,15,27,,,2020,12,15,15DEC,0,3.6109179126,Paris
2020-12-16,44,25,9,28,,,2020,12,16,16DEC,0,3.7841896339,Paris
2020-12-17,50,30,12,33,,,2020,12,17,17DEC,0,3.9120230054,Paris
2020-12-18,55,28,8,32,,,2020,12,18,18DEC,0,4.0073331852,Paris
2020-12-19,55,24,15,29,,,2020,12,19,19DEC,0,4.0073331852,Paris
2020-12-20,59,25,18,25,,,2020,12,20,20DEC,0,4.0775374439,Paris
2020-12-21,46,15,17,21,,,2020,12,21,21DEC,0,3.8286413965,Paris
2020-12-22,41,14,19,21,,,2020,12,22,22DEC,0,3.7135720667,Paris
2020-12-23,26,18,24,22,,,2020,12,23,23DEC,0,3.258096538,Paris
2020-12-24,43,17,24,24,,,2020,12,24,24DEC,0,3.7612001157,Paris
2020-12-25,43,18,22,25,,,2020,12,25,25DEC,0,3.7612001157,Paris
2020-12-26,44,24,19,23,,,2020,12,26,26DEC,0,3.7841896339,Paris
2020-12-27,55,9,24,15,,,2020,12,27,27DEC,0,4.0073331852,Paris
2020-12-28,34,13,20,25,,,2020,12,28,28DEC,0,3.5263605246,Paris
2020-12-29,39,14,14,22,,,2020,12,29,29DEC,0,3.6635616461,Paris
2020-12-30,31,20,18,25,,,2020,12,30,30DEC,0,3.4339872045,Paris
2020-12-31,51,24,19,32,,,2020,12,31,31DEC,0,3.9318256327,Paris
2020-07-02,36,17,23,23,,,2020,7,2,02JUL,0,3.5835189385,Paris
2020-07-03,33,22,25,29,,,2020,7,3,03JUL,0,3.4965075615,Paris
2020-07-04,38,26,20,20,,,2020,7,4,04JUL,0,3.6375861597,Paris
2020-07-05,40,11,14,10,,,2020,7,5,05JUL,0,3.6888794541,Paris
2020-07-06,22,27,26,22,,,2020,7,6,06JUL,0,3.0910424534,Paris
2020-07-07,41,34,35,32,,,2020,7,7,07JUL,0,3.7135720667,Paris
2020-07-08,42,28,25,27,,,2020,7,8,08JUL,0,3.7376696183,Paris
2020-07-09,38,35,25,27,,,2020,7,9,09JUL,0,3.6375861597,Paris
2020-07-10,37,25,29,21,,,2020,7,10,10JUL,0,3.6109179126,Paris
2020-07-11,34,30,32,33,,,2020,7,11,11JUL,0,3.5263605246,Paris
2020-07-12,42,23,37,22,,,2020,7,12,12JUL,0,3.7376696183,Paris
2020-07-13,42,24,44,24,,,2020,7,13,13JUL,0,3.7376696183,Paris
2020-07-14,46,23,33,21,,,2020,7,14,14JUL,0,3.8286413965,Paris
2020-07-15,39,24,25,27,,,2020,7,15,15JUL,0,3.6635616461,Paris
2020-07-16,40,23,20,23,,,2020,7,16,16JUL,0,3.6888794541,Paris
2020-07-17,39,29,27,33,,,2020,7,17,17JUL,0,3.6635616461,Paris
2020-07-18,43,30,35,27,1,,2020,7,18,18JUL,0,3.7612001157,Paris
2020-07-19,52,26,35,27,1,,2020,7,19,19JUL,0,3.9512437186,Paris
2020-07-20,39,36,32,28,,,2020,7,20,20JUL,0,3.6635616461,Paris
2020-07-21,44,36,35,34,,,2020,7,21,21JUL,0,3.7841896339,Paris
2020-07-22,43,37,35,34,1,,2020,7,22,22JUL,0,3.7612001157,Paris
2020-07-23,50,43,43,47,1,,2020,7,23,23JUL,0,3.9120230054,Paris
2020-07-24,58,30,31,31,,,2020,7,24,24JUL,0,4.0604430105,Paris
2020-07-25,44,25,24,21,1,,2020,7,25,25JUL,0,3.7841896339,Paris
2020-07-26,39,11,23,7,,,2020,7,26,26JUL,0,3.6635616461,Paris
2020-07-27,42,25,34,16,1,,2020,7,27,27JUL,0,3.7376696183,Paris
2020-07-28,49,19,28,13,,,2020,7,28,28JUL,0,3.8918202981,Paris
2020-07-29,45,23,35,27,,,2020,7,29,29JUL,0,3.8066624898,Paris
2020-07-30,40,38,43,49,1,,2020,7,30,30JUL,0,3.6888794541,Paris
2020-07-31,58,50,54,48,,,2020,7,31,31JUL,0,4.0604430105,Paris
2020-08-01,68,23,31,24,,,2020,8,1,01AUG,0,4.2195077052,Paris
2020-08-02,53,13,30,18,1,,2020,8,2,02AUG,0,3.9702919136,Paris
2020-08-03,41,17,28,26,,,2020,8,3,03AUG,0,3.7135720667,Paris
2020-08-04,44,22,41,29,,,2020,8,4,04AUG,0,3.7841896339,Paris
2020-08-05,50,26,44,38,,,2020,8,5,05AUG,0,3.9120230054,Paris
2020-08-06,58,36,64,48,1,,2020,8,6,06AUG,0,4.0604430105,Paris
2020-08-07,60,40,59,56,,,2020,8,7,07AUG,0,4.0943445622,Paris
2020-08-08,61,44,71,60,,,2020,8,8,08AUG,0,4.1108738642,Paris
2020-08-09,65,41,61,42,,,2020,8,9,09AUG,0,4.1743872699,Paris
2020-08-10,70,30,64,46,1,,2020,8,10,10AUG,0,4.248495242,Paris
2020-08-11,55,49,63,57,,,2020,8,11,11AUG,0,4.0073331852,Paris
2020-08-12,73,36,54,47,,,2020,8,12,12AUG,0,4.2904594411,Paris
2020-08-13,60,32,38,32,,,2020,8,13,13AUG,0,4.0943445622,Paris
2020-08-14,48,21,32,22,,,2020,8,14,14AUG,0,3.8712010109,Paris
2020-08-15,48,20,40,29,1,,2020,8,15,15AUG,0,3.8712010109,Paris
2020-08-16,44,22,39,33,,,2020,8,16,16AUG,0,3.7841896339,Paris
2020-08-17,52,24,26,29,1,,2020,8,17,17AUG,0,3.9512437186,Paris
2020-08-18,41,22,28,32,,,2020,8,18,18AUG,0,3.7135720667,Paris
2020-08-19,35,24,24,30,,,2020,8,19,19AUG,0,3.5553480615,Paris
2020-08-20,32,24,40,31,,,2020,8,20,20AUG,0,3.4657359028,Paris
2020-08-21,35,27,30,27,,,2020,8,21,21AUG,0,3.5553480615,Paris
2020-08-22,41,24,29,21,,,2020,8,22,22AUG,0,3.7135720667,Paris
2020-08-23,32,18,26,21,,,2020,8,23,23AUG,0,3.4657359028,Paris
2020-08-24,26,34,25,35,,,2020,8,24,24AUG,0,3.258096538,Paris
2020-08-25,36,30,27,25,,,2020,8,25,25AUG,0,3.5835189385,Paris
2020-08-26,42,27,25,21,,,2020,8,26,26AUG,0,3.7376696183,Paris
2020-08-27,36,36,26,32,,,2020,8,27,27AUG,0,3.5835189385,Paris
2020-08-28,49,20,20,22,,,2020,8,28,28AUG,0,3.8918202981,Paris
2020-08-29,30,17,22,21,,,2020,8,29,29AUG,0,3.4011973817,Paris
2020-08-30,30,16,25,21,,,2020,8,30,30AUG,0,3.4011973817,Paris
2020-08-31,30,25,27,32,,,2020,8,31,31AUG,0,3.4011973817,Paris
2020-09-01,36,29,30,39,,,2020,9,1,01SEP,0,3.5835189385,Paris
2020-09-02,51,32,36,34,,,2020,9,2,02SEP,0,3.9318256327,Paris
2020-09-03,50,37,33,46,,,2020,9,3,03SEP,0,3.9120230054,Paris
2020-09-04,52,32,37,32,1,,2020,9,4,04SEP,0,3.9512437186,Paris
2020-09-05,46,22,27,25,,,2020,9,5,05SEP,0,3.8286413965,Paris
2020-09-06,37,19,24,19,,,2020,9,6,06SEP,0,3.6109179126,Paris
2020-09-07,44,26,26,25,,,2020,9,7,07SEP,0,3.7841896339,Paris
2020-09-08,44,33,25,32,,,2020,9,8,08SEP,0,3.7841896339,Paris
2020-09-09,53,32,28,26,1,,2020,9,9,09SEP,0,3.9702919136,Paris
2020-09-10,47,36,21,27,2,,2020,9,10,10SEP,0,3.8501476017,Paris
2020-09-11,45,37,29,36,2,,2020,9,11,11SEP,0,3.8066624898,Paris
2020-09-12,51,36,34,38,,,2020,9,12,12SEP,0,3.9318256327,Paris
2020-09-13,52,40,41,48,,,2020,9,13,13SEP,0,3.9512437186,Paris
2020-09-14,63,52,42,62,,,2020,9,14,14SEP,0,4.1431347264,Paris
2020-09-15,87,68,63,70,1,,2020,9,15,15SEP,0,4.4659081187,Paris
2020-09-16,90,51,56,42,1,,2020,9,16,16SEP,0,4.4998096703,Paris
2020-09-17,79,41,30,33,2,,2020,9,17,17SEP,0,4.3694478525,Paris
2020-09-18,59,40,39,43,1,,2020,9,18,18SEP,0,4.0775374439,Paris
2020-09-19,62,45,36,42,,,2020,9,19,19SEP,0,4.127134385,Paris
2020-09-20,68,29,39,37,,,2020,9,20,20SEP,0,4.2195077052,Paris
2020-09-21,65,43,46,53,1,,2020,9,21,21SEP,0,4.1743872699,Paris
2020-09-22,64,46,41,54,,,2020,9,22,22SEP,0,4.1588830834,Paris
2020-09-23,66,25,23,27,,,2020,9,23,23SEP,0,4.189654742,Paris
2020-09-24,46,17,21,19,,,2020,9,24,24SEP,0,3.8286413965,Paris
2020-09-25,29,14,22,15,,,2020,9,25,25SEP,0,3.36729583,Paris
2020-09-26,25,20,24,17,,,2020,9,26,26SEP,0,3.2188758249,Paris
2020-09-27,32,12,21,9,,,2020,9,27,27SEP,0,3.4657359028,Paris
2020-09-28,34,17,15,17,,,2020,9,28,28SEP,0,3.5263605246,Paris
2020-09-29,35,23,14,23,,,2020,9,29,29SEP,0,3.5553480615,Paris
2020-09-30,52,24,24,27,,,2020,9,30,30SEP,0,3.9512437186,Paris
2020-10-01,58,23,21,27,9,,2020,10,1,01OCT,0,4.0604430105,Paris
2020-04-02,64,25,31,16,,,2020,4,2,02APR,1,4.1588830834,Paris
2020-04-03,60,26,28,26,,,2020,4,3,03APR,1,4.0943445622,Paris
2020-04-04,52,25,37,12,,,2020,4,4,04APR,1,3.9512437186,Paris
2020-04-05,58,18,39,10,,,2020,4,5,05APR,1,4.0604430105,Paris
2020-04-06,45,22,32,14,,,2020,4,6,06APR,1,3.8066624898,Paris
2020-04-07,51,28,40,23,,,2020,4,7,07APR,1,3.9318256327,Paris
2020-04-08,64,34,49,39,,,2020,4,8,08APR,1,4.1588830834,Paris
2020-04-09,68,31,49,42,1,,2020,4,9,09APR,1,4.2195077052,Paris
2020-04-10,77,33,53,36,,,2020,4,10,10APR,1,4.3438054219,Paris
2020-04-11,75,31,51,34,,,2020,4,11,11APR,1,4.3174881135,Paris
2020-04-12,64,28,47,25,,,2020,4,12,12APR,1,4.1588830834,Paris
2020-04-13,63,30,32,13,,,2020,4,13,13APR,1,4.1431347264,Paris
2020-04-14,67,27,36,17,,,2020,4,14,14APR,1,4.2046926194,Paris
2020-04-15,42,28,40,25,,,2020,4,15,15APR,1,3.7376696183,Paris
2020-04-16,48,31,40,32,,,2020,4,16,16APR,1,3.8712010109,Paris
2020-04-17,53,36,40,32,,,2020,4,17,17APR,1,3.9702919136,Paris
2020-04-18,59,14,34,13,,,2020,4,18,18APR,1,4.0775374439,Paris
2020-04-19,22,29,41,12,,,2020,4,19,19APR,1,3.0910424534,Paris
2020-04-20,67,39,39,27,,,2020,4,20,20APR,1,4.2046926194,Paris
2020-04-21,78,30,40,26,,,2020,4,21,21APR,1,4.3567088267,Paris
2020-04-22,48,32,45,23,,,2020,4,22,22APR,1,3.8712010109,Paris
2020-04-23,54,38,54,34,,,2020,4,23,23APR,1,3.9889840466,Paris
2020-04-24,70,39,55,40,,,2020,4,24,24APR,1,4.248495242,Paris
2020-04-25,66,25,40,17,,,2020,4,25,25APR,1,4.189654742,Paris
2020-04-26,57,27,44,15,,,2020,4,26,26APR,1,4.0430512678,Paris
2020-04-27,57,24,38,23,,,2020,4,27,27APR,1,4.0430512678,Paris
2020-04-28,45,16,36,17,,,2020,4,28,28APR,1,3.8066624898,Paris
2020-04-29,30,18,33,19,,,2020,4,29,29APR,1,3.4011973817,Paris
2020-04-30,32,16,31,16,,,2020,4,30,30APR,1,3.4657359028,Paris
2020-05-01,26,15,32,8,,,2020,5,1,01MAY,1,3.258096538,Paris
2020-05-02,24,19,37,14,,,2020,5,2,02MAY,1,3.1780538303,Paris
2020-05-03,34,14,27,14,,,2020,5,3,03MAY,1,3.5263605246,Paris
2020-05-04,35,15,28,13,,,2020,5,4,04MAY,1,3.5553480615,Paris
2020-05-05,48,31,24,21,,,2020,5,5,05MAY,1,3.8712010109,Paris
2020-05-06,66,28,44,34,,,2020,5,6,06MAY,1,4.189654742,Paris
2020-05-07,52,34,48,44,,,2020,5,7,07MAY,1,3.9512437186,Paris
2020-05-08,54,32,55,40,,,2020,5,8,08MAY,1,3.9889840466,Paris
2020-05-09,61,25,38,32,,,2020,5,9,09MAY,1,4.1108738642,Paris
2020-05-10,55,18,32,15,,,2020,5,10,10MAY,1,4.0073331852,Paris
2020-05-11,42,37,31,15,,,2020,5,11,11MAY,1,3.7376696183,Paris
2020-05-12,51,32,30,29,,,2020,5,12,12MAY,1,3.9318256327,Paris
2020-05-13,43,27,38,32,,,2020,5,13,13MAY,1,3.7612001157,Paris
2020-05-14,65,28,35,28,,,2020,5,14,14MAY,1,4.1743872699,Paris
2020-05-15,49,35,37,33,1,,2020,5,15,15MAY,1,3.8918202981,Paris
2020-05-16,53,32,41,34,,,2020,5,16,16MAY,1,3.9702919136,Paris
2020-05-17,55,18,43,14,,,2020,5,17,17MAY,1,4.0073331852,Paris
2020-05-18,38,20,38,11,,,2020,5,18,18MAY,1,3.6375861597,Paris
2020-05-19,33,19,32,10,,,2020,5,19,19MAY,0,3.4965075615,Paris
2020-05-20,30,16,34,12,,,2020,5,20,20MAY,0,3.4011973817,Paris
2020-05-21,24,22,53,16,,,2020,5,21,21MAY,0,3.1780538303,Paris
2020-05-22,41,22,31,19,,,2020,5,22,22MAY,0,3.7135720667,Paris
2020-05-23,39,30,30,24,,,2020,5,23,23MAY,0,3.6635616461,Paris
2020-05-24,45,24,32,18,,,2020,5,24,24MAY,0,3.8066624898,Paris
2020-05-25,43,34,34,31,,,2020,5,25,25MAY,0,3.7612001157,Paris
2020-05-26,58,46,40,37,,,2020,5,26,26MAY,0,4.0604430105,Paris
2020-05-27,59,39,46,42,,,2020,5,27,27MAY,0,4.0775374439,Paris
2020-05-28,71,27,39,29,,,2020,5,28,28MAY,0,4.262679877,Paris
2020-05-29,46,32,41,35,,,2020,5,29,29MAY,0,3.8286413965,Paris
2020-05-30,47,42,42,42,,,2020,5,30,30MAY,0,3.8501476017,Paris
2020-05-31,59,26,35,24,,,2020,5,31,31MAY,0,4.0775374439,Paris
2020-06-01,39,28,40,29,,,2020,6,1,01JUN,0,3.6635616461,Paris
2020-06-02,51,46,51,45,,,2020,6,2,02JUN,0,3.9318256327,Paris
2020-06-03,76,41,58,34,,,2020,6,3,03JUN,0,4.3307333403,Paris
2020-06-04,65,26,40,32,2,,2020,6,4,04JUN,0,4.1743872699,Paris
2020-06-05,54,20,26,23,,,2020,6,5,05JUN,0,3.9889840466,Paris
2020-06-06,35,15,24,21,,,2020,6,6,06JUN,0,3.5553480615,Paris
2020-06-07,27,17,22,23,,,2020,6,7,07JUN,0,3.295836866,Paris
2020-06-08,37,27,23,30,,,2020,6,8,08JUN,0,3.6109179126,Paris
2020-06-09,47,26,30,29,,,2020,6,9,09JUN,0,3.8501476017,Paris
2020-06-10,43,28,36,20,1,,2020,6,10,10JUN,0,3.7612001157,Paris
2020-06-11,54,29,25,27,,,2020,6,11,11JUN,0,3.9889840466,Paris
2020-06-12,57,15,27,18,,,2020,6,12,12JUN,0,4.0430512678,Paris
2020-06-13,50,17,30,17,,,2020,6,13,13JUN,0,3.9120230054,Paris
2020-06-14,43,20,29,9,,,2020,6,14,14JUN,0,3.7612001157,Paris
2020-06-15,44,24,28,10,,,2020,6,15,15JUN,0,3.7841896339,Paris
2020-06-16,40,26,28,26,,,2020,6,16,16JUN,0,3.6888794541,Paris
2020-06-17,44,26,26,32,,,2020,6,17,17JUN,0,3.7841896339,Paris
2020-06-18,46,26,27,31,,,2020,6,18,18JUN,0,3.8286413965,Paris
2020-06-19,48,23,25,25,,,2020,6,19,19JUN,0,3.8712010109,Paris
2020-06-20,46,14,32,25,,,2020,6,20,20JUN,0,3.8286413965,Paris
2020-06-21,47,22,20,18,,,2020,6,21,21JUN,0,3.8501476017,Paris
2020-06-22,49,31,34,22,,,2020,6,22,22JUN,0,3.8918202981,Paris
2020-06-23,54,32,48,39,,,2020,6,23,23JUN,0,3.9889840466,Paris
2020-06-24,63,31,53,44,,,2020,6,24,24JUN,0,4.1431347264,Paris
2020-06-25,60,32,60,47,,,2020,6,25,25JUN,0,4.0943445622,Paris
2020-06-26,61,41,39,38,,,2020,6,26,26JUN,0,4.1108738642,Paris
2020-06-27,64,23,28,20,,,2020,6,27,27JUN,0,4.1588830834,Paris
2020-06-28,46,18,27,18,,,2020,6,28,28JUN,0,3.8286413965,Paris
2020-06-29,33,23,28,24,,,2020,6,29,29JUN,0,3.4965075615,Paris
2020-06-30,37,26,22,23,,,2020,6,30,30JUN,0,3.6109179126,Paris
2020-07-01,37,21,15,17,,,2020,7,1,01JUL,0,3.6109179126,Paris
2020-01-02,92,24,12,28,,,2020,1,2,02JAN,0,4.521788577,Paris
2020-01-03,62,22,19,25,,,2020,1,3,03JAN,0,4.127134385,Paris
2020-01-04,43,25,16,26,,,2020,1,4,04JAN,0,3.7612001157,Paris
2020-01-05,41,25,19,32,,,2020,1,5,05JAN,0,3.7135720667,Paris
2020-01-06,54,33,17,33,,,2020,1,6,06JAN,0,3.9889840466,Paris
2020-01-07,66,31,14,29,,,2020,1,7,07JAN,0,4.189654742,Paris
2020-01-08,63,25,15,26,,,2020,1,8,08JAN,0,4.1431347264,Paris
2020-01-09,49,15,21,22,,,2020,1,9,09JAN,0,3.8918202981,Paris
2020-01-10,43,20,23,25,,,2020,1,10,10JAN,0,3.7612001157,Paris
2020-01-11,35,32,21,36,,,2020,1,11,11JAN,0,3.5553480615,Paris
2020-01-12,62,26,17,27,,,2020,1,12,12JAN,0,4.127134385,Paris
2020-01-13,60,21,18,29,,,2020,1,13,13JAN,0,4.0943445622,Paris
2020-01-14,45,19,22,19,,,2020,1,14,14JAN,0,3.8066624898,Paris
2020-01-15,37,24,20,30,,,2020,1,15,15JAN,0,3.6109179126,Paris
2020-01-16,52,35,12,37,,,2020,1,16,16JAN,0,3.9512437186,Paris
2020-01-17,64,27,23,29,,,2020,1,17,17JAN,0,4.1588830834,Paris
2020-01-18,42,27,20,29,,,2020,1,18,18JAN,0,3.7376696183,Paris
2020-01-19,52,30,18,29,,,2020,1,19,19JAN,0,3.9512437186,Paris
2020-01-20,55,40,11,33,,,2020,1,20,20JAN,0,4.0073331852,Paris
2020-01-21,65,46,4,34,,,2020,1,21,21JAN,0,4.1743872699,Paris
2020-01-22,84,49,3,32,,,2020,1,22,22JAN,0,4.4308167988,Paris
2020-01-23,101,40,7,31,,,2020,1,23,23JAN,0,4.6151205168,Paris
2020-01-24,86,59,2,33,1,,2020,1,24,24JAN,0,4.4543472963,Paris
2020-01-25,128,68,2,39,1,,2020,1,25,25JAN,0,4.8520302639,Paris
2020-01-26,145,51,11,32,,,2020,1,26,26JAN,0,4.9767337424,Paris
2020-01-27,124,13,25,25,,,2020,1,27,27JAN,0,4.8202815656,Paris
2020-01-28,46,13,28,28,,,2020,1,28,28JAN,0,3.8286413965,Paris
2020-01-29,30,33,26,32,,,2020,1,29,29JAN,0,3.4011973817,Paris
2020-01-30,38,22,18,32,,,2020,1,30,30JAN,0,3.6375861597,Paris
2020-01-31,39,22,18,30,,,2020,1,31,31JAN,0,3.6635616461,Paris
2020-02-01,28,18,23,28,,,2020,2,1,01FEB,0,3.3322045102,Paris
2020-02-02,36,15,22,27,,,2020,2,2,02FEB,0,3.5835189385,Paris
2020-02-03,33,27,27,33,,,2020,2,3,03FEB,0,3.4965075615,Paris
2020-02-04,40,26,25,28,,,2020,2,4,04FEB,0,3.6888794541,Paris
2020-02-05,45,40,19,38,,,2020,2,5,05FEB,0,3.8066624898,Paris
2020-02-06,57,44,12,40,,,2020,2,6,06FEB,0,4.0430512678,Paris
2020-02-07,67,45,8,42,,,2020,2,7,07FEB,0,4.2046926194,Paris
2020-02-08,72,37,15,37,,,2020,2,8,08FEB,0,4.276666119,Paris
2020-02-09,70,20,25,15,,,2020,2,9,09FEB,0,4.248495242,Paris
2020-02-10,37,28,29,22,,,2020,2,10,10FEB,0,3.6109179126,Paris
2020-02-11,48,21,28,30,,,2020,2,11,11FEB,0,3.8712010109,Paris
2020-02-12,34,34,23,38,,,2020,2,12,12FEB,0,3.5263605246,Paris
2020-02-13,48,28,26,32,,,2020,2,13,13FEB,0,3.8712010109,Paris
2020-02-14,46,41,24,39,,,2020,2,14,14FEB,0,3.8286413965,Paris
2020-02-15,57,35,23,30,,,2020,2,15,15FEB,0,4.0430512678,Paris
2020-02-16,61,20,28,14,,,2020,2,16,16FEB,0,4.1108738642,Paris
2020-02-17,40,20,26,32,,,2020,2,17,17FEB,0,3.6888794541,Paris
2020-02-18,34,27,24,30,,,2020,2,18,18FEB,0,3.5263605246,Paris
2020-02-19,40,27,25,35,,,2020,2,19,19FEB,0,3.6888794541,Paris
2020-02-20,45,25,22,29,,,2020,2,20,20FEB,0,3.8066624898,Paris
2020-02-21,43,32,22,30,,,2020,2,21,21FEB,0,3.7612001157,Paris
2020-02-22,45,28,22,26,,,2020,2,22,22FEB,0,3.8066624898,Paris
2020-02-23,49,14,21,19,,,2020,2,23,23FEB,0,3.8918202981,Paris
2020-02-24,31,17,19,23,,,2020,2,24,24FEB,0,3.4339872045,Paris
2020-02-25,27,20,26,33,,,2020,2,25,25FEB,0,3.295836866,Paris
2020-02-26,34,22,26,34,,,2020,2,26,26FEB,0,3.5263605246,Paris
2020-02-27,36,22,20,32,,,2020,2,27,27FEB,0,3.5835189385,Paris
2020-02-28,42,36,17,39,,,2020,2,28,28FEB,0,3.7376696183,Paris
2020-02-29,58,37,29,26,,,2020,2,29,29FEB,0,4.0604430105,Paris
2020-03-01,53,16,28,28,,,2020,3,1,01MAR,0,3.9702919136,Paris
2020-03-02,41,17,22,34,,,2020,3,2,02MAR,0,3.7135720667,Paris
2020-03-03,43,42,26,47,,,2020,3,3,03MAR,0,3.7612001157,Paris
2020-03-04,53,28,18,35,,,2020,3,4,04MAR,0,3.9702919136,Paris
2020-03-05,45,16,21,30,,,2020,3,5,05MAR,0,3.8066624898,Paris
2020-03-06,39,27,27,38,,,2020,3,6,06MAR,0,3.6635616461,Paris
2020-03-07,51,32,26,41,,,2020,3,7,07MAR,0,3.9318256327,Paris
2020-03-08,56,19,9,27,,,2020,3,8,08MAR,0,4.0253516907,Paris
2020-03-09,40,25,26,33,,,2020,3,9,09MAR,0,3.6888794541,Paris
2020-03-10,42,16,25,25,,,2020,3,10,10MAR,0,3.7376696183,Paris
2020-03-11,28,22,27,23,,,2020,3,11,11MAR,0,3.3322045102,Paris
2020-03-12,28,27,28,32,,,2020,3,12,12MAR,0,3.3322045102,Paris
2020-03-13,39,30,27,24,,,2020,3,13,13MAR,0,3.6635616461,Paris
2020-03-14,41,24,21,26,,,2020,3,14,14MAR,0,3.7135720667,Paris
2020-03-15,49,26,28,27,,,2020,3,15,15MAR,1,3.8918202981,Paris
2020-03-16,54,27,18,35,,,2020,3,16,16MAR,1,3.9889840466,Paris
2020-03-17,62,39,16,33,,,2020,3,17,17MAR,1,4.127134385,Paris
2020-03-18,80,45,29,31,,,2020,3,18,18MAR,1,4.3820266347,Paris
2020-03-19,98,34,31,25,,,2020,3,19,19MAR,1,4.5849674787,Paris
2020-03-20,76,42,17,15,,,2020,3,20,20MAR,1,4.3307333403,Paris
2020-03-21,98,14,22,10,,,2020,3,21,21MAR,1,4.5849674787,Paris
2020-03-22,40,14,32,10,,,2020,3,22,22MAR,1,3.6888794541,Paris
2020-03-23,44,18,31,17,,,2020,3,23,23MAR,1,3.7841896339,Paris
2020-03-24,43,20,34,24,,,2020,3,24,24MAR,1,3.7612001157,Paris
2020-03-25,47,28,35,23,,,2020,3,25,25MAR,1,3.8501476017,Paris
2020-03-26,64,29,36,25,,,2020,3,26,26MAR,1,4.1588830834,Paris
2020-03-27,65,43,33,26,,,2020,3,27,27MAR,1,4.1743872699,Paris
2020-03-28,86,57,36,15,,,2020,3,28,28MAR,1,4.4543472963,Paris
2020-03-29,129,21,30,6,,,2020,3,29,29MAR,1,4.8598124044,Paris
2020-03-30,31,27.373626374,27.010989011,27.151098901,,,2020,3,30,30MAR,1,3.4339872045,Paris
2020-04-01,51.236914601,29,36,16,,,2020,4,1,01APR,1,3.8856226647,Paris
2020-01-01,51.236914601,36,2,24,,,2020,1,1,01JAN,0,3.8856226647,Paris
2021-03-02,75,66,10,43,,,2021,3,2,02MAR,0,4.3174881135,Paris
2021-03-03,122,67,25,42,,,2021,3,3,03MAR,0,4.8040210447,Paris
2021-03-04,108,75,21,21,,,2021,3,4,04MAR,0,4.6821312271,Paris
2021-03-05,65,26,24,23,,,2021,3,5,05MAR,0,4.1743872699,Paris
2021-03-06,57,19,15,14,,,2021,3,6,06MAR,0,4.0430512678,Paris
2021-03-07,55,24,23,11,,,2021,3,7,07MAR,0,4.0073331852,Paris
2021-03-08,80,36,28,16,,,2021,3,8,08MAR,0,4.3820266347,Paris
2021-03-09,91,33,25,17,,,2021,3,9,09MAR,0,4.5108595065,Paris
2021-03-10,83,44,30,29,,,2021,3,10,10MAR,0,4.4188406078,Paris
2021-03-11,98,17,30,12,,,2021,3,11,11MAR,0,4.5849674787,Paris
2021-03-12,29,23,28,17,,,2021,3,12,12MAR,0,3.36729583,Paris
2021-03-13,35,12,31,11,,,2021,3,13,13MAR,0,3.5553480615,Paris
2021-03-14,35,15,29,7,,,2021,3,14,14MAR,0,3.5553480615,Paris
2021-03-15,34,20,29,16,,,2021,3,15,15MAR,0,3.5263605246,Paris
2021-03-16,36,25,20,19,,,2021,3,16,16MAR,0,3.5835189385,Paris
2021-03-17,59,24,27,16,,,2021,3,17,17MAR,0,4.0775374439,Paris
2021-03-18,42,19,22,22,,,2021,3,18,18MAR,0,3.7376696183,Paris
2021-03-19,38,22,26,23,,,2021,3,19,19MAR,0,3.6375861597,Paris
2021-03-20,48,29,28,19,,,2021,3,20,20MAR,0,3.8712010109,Paris
2021-03-21,69,26,31,14,,,2021,3,21,21MAR,0,4.2341065046,Paris
2021-03-22,63,26,30,20,,,2021,3,22,22MAR,0,4.1431347264,Paris
2021-03-23,48,46,24,39,,,2021,3,23,23MAR,0,3.8712010109,Paris
2021-03-24,88,46,34,33,,,2021,3,24,24MAR,0,4.4773368145,Paris
2021-03-25,94,37,26,31,,,2021,3,25,25MAR,0,4.5432947823,Paris
2021-03-26,69,31,34,27,,,2021,3,26,26MAR,0,4.2341065046,Paris
