date,_pm25,_pm10,_o3,_no2,_so2,_co,year,month,day,dayofyear,refperiod,lnpm25,city
2019-07-02,44,39,38,35,,,2019,7,2,02JUL,0,3.7841896339,Paris
2019-07-03,70,43,39,34,,,2019,7,3,03JUL,0,4.248495242,Paris
2019-07-04,51,47,42,36,,,2019,7,4,04JUL,0,3.9318256327,Paris
2019-07-05,48,46,45,50,,,2019,7,5,05JUL,0,3.8712010109,Paris
2019-07-06,56,35,62,43,,,2019,7,6,06JUL,0,4.0253516907,Paris
2019-07-07,62,26,36,35,,,2019,7,7,07JUL,0,4.127134385,Paris
2019-07-08,59,29,35,33,,,2019,7,8,08JUL,0,4.0775374439,Paris
2019-07-09,53,37,34,34,,,2019,7,9,09JUL,0,3.9702919136,Paris
2019-07-10,52,50,45,51,,,2019,7,10,10JUL,0,3.9512437186,Paris
2019-07-11,102,54,42,56,,,2019,7,11,11JUL,0,4.6249728133,Paris
2019-07-12,69,47,32,31,,,2019,7,12,12JUL,0,4.2341065046,Paris
2019-07-13,47,34,31,25,,,2019,7,13,13JUL,0,3.8501476017,Paris
2019-07-14,53,61,27,27,,,2019,7,14,14JUL,0,3.9702919136,Paris
2019-07-15,53,24,34,33,,,2019,7,15,15JUL,0,3.9702919136,Paris
2019-07-16,54,33,41,41,,,2019,7,16,16JUL,0,3.9889840466,Paris
2019-07-17,63,35,44,43,,,2019,7,17,17JUL,0,4.1431347264,Paris
2019-07-18,63,28,30,32,,,2019,7,18,18JUL,0,4.1431347264,Paris
2019-07-19,50,19,29,22,,,2019,7,19,19JUL,0,3.9120230054,Paris
2019-07-20,43,27,18,23,,,2019,7,20,20JUL,0,3.7612001157,Paris
2019-07-21,48,30,26,15,,,2019,7,21,21JUL,0,3.8712010109,Paris
2019-07-22,47,50,53,33,,,2019,7,22,22JUL,0,3.8501476017,Paris
2019-07-23,59,64,47,45,,,2019,7,23,23JUL,0,4.0775374439,Paris
2019-07-24,66,53,68,55,,,2019,7,24,24JUL,0,4.189654742,Paris
2019-07-25,70,76,55,69,,,2019,7,25,25JUL,0,4.248495242,Paris
2019-07-26,88,46,33,25,,,2019,7,26,26JUL,0,4.4773368145,Paris
2019-07-27,62,23,27,20,,,2019,7,27,27JUL,0,4.127134385,Paris
2019-07-28,40,34,28,23,,,2019,7,28,28JUL,0,3.6888794541,Paris
2019-07-29,48,56,38,40,,,2019,7,29,29JUL,0,3.8712010109,Paris
2019-07-30,56,44,25,29,,,2019,7,30,30JUL,0,4.0253516907,Paris
2019-07-31,49,27,23,27,,,2019,7,31,31JUL,0,3.8918202981,Paris
2019-08-01,41,39,35,41,,,2019,8,1,01AUG,0,3.7135720667,Paris
2019-08-02,51,42,37,33,,,2019,8,2,02AUG,0,3.9318256327,Paris
2019-08-03,49,49,35,37,,,2019,8,3,03AUG,0,3.8918202981,Paris
2019-08-04,61,35,46,40,,,2019,8,4,04AUG,0,4.1108738642,Paris
2019-08-05,61,37,26,30,,,2019,8,5,05AUG,0,4.1108738642,Paris
2019-08-06,47,21,17,27,,,2019,8,6,06AUG,0,3.8501476017,Paris
2019-08-07,47,23,26,28,,,2019,8,7,07AUG,0,3.8501476017,Paris
2019-08-08,42,29,31,35,,,2019,8,8,08AUG,0,3.7376696183,Paris
2019-08-09,53,25,20,29,,,2019,8,9,09AUG,0,3.9702919136,Paris
2019-08-10,55,27,28,17,,,2019,8,10,10AUG,0,4.0073331852,Paris
2019-08-11,44,29,24,22,,,2019,8,11,11AUG,0,3.7841896339,Paris
2019-08-12,47,25,24,26,,,2019,8,12,12AUG,0,3.8501476017,Paris
2019-08-13,41,27,23,20,,,2019,8,13,13AUG,0,3.7135720667,Paris
2019-08-14,38,27,24,25,,,2019,8,14,14AUG,0,3.6375861597,Paris
2019-08-15,46,23,20,14,,,2019,8,15,15AUG,0,3.8286413965,Paris
2019-08-16,31,30,24,25,,,2019,8,16,16AUG,0,3.4339872045,Paris
2019-08-17,43,17,16,21,,,2019,8,17,17AUG,0,3.7612001157,Paris
2019-08-18,43,14,23,22,,,2019,8,18,18AUG,0,3.7612001157,Paris
2019-08-19,36,23,25,43,,,2019,8,19,19AUG,0,3.5835189385,Paris
2019-08-20,41,9,33,8,,,2019,8,20,20AUG,0,3.7135720667,Paris
2019-08-21,42,12,37,9,,,2019,8,21,21AUG,0,3.7376696183,Paris
2019-08-22,52,14,45,14,,,2019,8,22,22AUG,0,3.9512437186,Paris
2019-08-23,57,16,51,11,,,2019,8,23,23AUG,0,4.0430512678,Paris
2019-08-24,59,16,50,16,,,2019,8,24,24AUG,0,4.0775374439,Paris
2019-08-25,62,27,61,29,,,2019,8,25,25AUG,0,4.127134385,Paris
2019-08-26,77,48,62,65,,,2019,8,26,26AUG,0,4.3438054219,Paris
2019-08-27,75,52,61,59,,,2019,8,27,27AUG,0,4.3174881135,Paris
2019-08-28,72,27,42,36,,,2019,8,28,28AUG,0,4.276666119,Paris
2019-08-29,64,18,30,27,,,2019,8,29,29AUG,0,4.1588830834,Paris
2019-08-30,46,36,35,41,,,2019,8,30,30AUG,0,3.8286413965,Paris
2019-08-31,52,47,43,43,,,2019,8,31,31AUG,0,3.9512437186,Paris
2019-09-01,55,29,28,25,,,2019,9,1,01SEP,0,4.0073331852,Paris
2019-09-02,34,41,32,37,,,2019,9,2,02SEP,0,3.5263605246,Paris
2019-09-03,46,39,32,37,,,2019,9,3,03SEP,0,3.8286413965,Paris
2019-09-04,42,21,28,15,,,2019,9,4,04SEP,0,3.7376696183,Paris
2019-09-05,46,14,24,8,,,2019,9,5,05SEP,0,3.8286413965,Paris
2019-09-06,38,26,32,23,,,2019,9,6,06SEP,0,3.6375861597,Paris
2019-09-07,43,37,21,24,,,2019,9,7,07SEP,0,3.7612001157,Paris
2019-09-08,36,38,30,24,,,2019,9,8,08SEP,0,3.5835189385,Paris
2019-09-09,41,43,29,40,,,2019,9,9,09SEP,0,3.7135720667,Paris
2019-09-10,55,48,34,39,,,2019,9,10,10SEP,0,4.0073331852,Paris
2019-09-11,50,39,27,38,,,2019,9,11,11SEP,0,3.9120230054,Paris
2019-09-12,48,32,13,25,,,2019,9,12,12SEP,0,3.8712010109,Paris
2019-09-13,41,34,15,28,,,2019,9,13,13SEP,0,3.7135720667,Paris
2019-09-14,52,39,28,29,,,2019,9,14,14SEP,0,3.9512437186,Paris
2019-09-15,53,53,42,45,,,2019,9,15,15SEP,0,3.9702919136,Paris
2019-09-16,65,37,29,34,,,2019,9,16,16SEP,0,4.1743872699,Paris
2019-09-17,59,21,28,14,,,2019,9,17,17SEP,0,4.0775374439,Paris
2019-09-18,47,21,26,9,,,2019,9,18,18SEP,0,3.8501476017,Paris
2019-09-19,34,18,26,11,,,2019,9,19,19SEP,0,3.5263605246,Paris
2019-09-20,34,20,31,11,,,2019,9,20,20SEP,0,3.5263605246,Paris
2019-09-21,32,21,33,16,,,2019,9,21,21SEP,0,3.4657359028,Paris
2019-09-22,45,14,21,12,,,2019,9,22,22SEP,0,3.8066624898,Paris
2019-09-23,36,21,25,20,,,2019,9,23,23SEP,0,3.5835189385,Paris
2019-09-24,35,17,18,26,,,2019,9,24,24SEP,0,3.5553480615,Paris
2019-09-25,44,22,19,27,,,2019,9,25,25SEP,0,3.7841896339,Paris
2019-09-26,45,16,25,24,,,2019,9,26,26SEP,0,3.8066624898,Paris
2019-09-27,41,24,22,21,,,2019,9,27,27SEP,0,3.7135720667,Paris
2019-09-28,38,17,25,15,,,2019,9,28,28SEP,0,3.6375861597,Paris
2019-09-29,39,13,26,14,,,2019,9,29,29SEP,0,3.6635616461,Paris
2019-09-30,33,20,24,19,4,,2019,9,30,30SEP,0,3.4965075615,Paris
2019-10-01,37,21,21,27,1,,2019,10,1,01OCT,0,3.6109179126,Paris
2019-04-02,98,40,35,41,,,2019,4,2,02APR,1,4.5849674787,Paris
2019-04-03,70,23,34,36,,,2019,4,3,03APR,1,4.248495242,Paris
2019-04-04,36,27,35,41,,,2019,4,4,04APR,1,3.5835189385,Paris
2019-04-05,51,31,33,41,,,2019,4,5,05APR,1,3.9318256327,Paris
2019-04-06,52,36,35,44,,,2019,4,6,06APR,1,3.9512437186,Paris
2019-04-07,73,27,35,46,,,2019,4,7,07APR,1,4.2904594411,Paris
2019-04-08,44,50,29,51,,,2019,4,8,08APR,1,3.7841896339,Paris
2019-04-09,70,34,28,45,,,2019,4,9,09APR,1,4.248495242,Paris
2019-04-10,70,42,23,31,,,2019,4,10,10APR,1,4.248495242,Paris
2019-04-11,113,46,30,37,,,2019,4,11,11APR,1,4.7273878187,Paris
2019-04-12,80,46,29,37,,,2019,4,12,12APR,1,4.3820266347,Paris
2019-04-13,92,41,33,42,,,2019,4,13,13APR,1,4.521788577,Paris
2019-04-14,75,32,34,26,,,2019,4,14,14APR,1,4.3174881135,Paris
2019-04-15,83,65,37,36,,,2019,4,15,15APR,1,4.4188406078,Paris
2019-04-16,86,36,26,37,,,2019,4,16,16APR,1,4.4543472963,Paris
2019-04-17,74,64,32,39,,,2019,4,17,17APR,1,4.3040650932,Paris
2019-04-18,64,70,44,50,,,2019,4,18,18APR,1,4.1588830834,Paris
2019-04-19,61,92,47,63,,,2019,4,19,19APR,1,4.1108738642,Paris
2019-04-20,71,53,52,59,,,2019,4,20,20APR,1,4.262679877,Paris
2019-04-21,68,110,51,63,,,2019,4,21,21APR,1,4.2195077052,Paris
2019-04-22,74,68,46,53,,,2019,4,22,22APR,1,4.3040650932,Paris
2019-04-23,75,47,25,48,,,2019,4,23,23APR,1,4.3174881135,Paris
2019-04-24,74,66,35,30,,,2019,4,24,24APR,1,4.3040650932,Paris
2019-04-25,60,40,30,37,,,2019,4,25,25APR,1,4.0943445622,Paris
2019-04-26,42,39,30,36,,,2019,4,26,26APR,1,3.7376696183,Paris
2019-04-27,50,56,33,27,,,2019,4,27,27APR,1,3.9120230054,Paris
2019-04-28,38,26,29,29,,,2019,4,28,28APR,1,3.6375861597,Paris
2019-04-29,42,52,28,44,,,2019,4,29,29APR,1,3.7376696183,Paris
2019-04-30,64,59,30,39,,,2019,4,30,30APR,1,4.1588830834,Paris
2019-05-01,98,50,37,34,,,2019,5,1,01MAY,1,4.5849674787,Paris
2019-05-02,108,49,29,35,,,2019,5,2,02MAY,1,4.6821312271,Paris
2019-05-03,87,41,26,41,,,2019,5,3,03MAY,1,4.4659081187,Paris
2019-05-04,59,31,24,37,,,2019,5,4,04MAY,1,4.0775374439,Paris
2019-05-05,49,30,33,32,,,2019,5,5,05MAY,1,3.8918202981,Paris
2019-05-06,47,42,31,45,,,2019,5,6,06MAY,1,3.8501476017,Paris
2019-05-07,63,44,36,47,,,2019,5,7,07MAY,1,4.1431347264,Paris
2019-05-08,61,23,27,27,,,2019,5,8,08MAY,1,4.1108738642,Paris
2019-05-09,45,27,28,37,,,2019,5,9,09MAY,1,3.8066624898,Paris
2019-05-10,45,36,29,43,,,2019,5,10,10MAY,1,3.8066624898,Paris
2019-05-11,54,28,32,33,,,2019,5,11,11MAY,1,3.9889840466,Paris
2019-05-12,61,34,35,36,,,2019,5,12,12MAY,1,4.1108738642,Paris
2019-05-13,56,37,36,20,,,2019,5,13,13MAY,1,4.0253516907,Paris
2019-05-14,52,32,37,27,,,2019,5,14,14MAY,1,3.9512437186,Paris
2019-05-15,54,26,39,32,,,2019,5,15,15MAY,1,3.9889840466,Paris
2019-05-16,56,38,39,40,,,2019,5,16,16MAY,1,4.0253516907,Paris
2019-05-17,55,52,30,46,,,2019,5,17,17MAY,1,4.0073331852,Paris
2019-05-18,74,32,33,34,,,2019,5,18,18MAY,1,4.3040650932,Paris
2019-05-19,60,35,27,29,,,2019,5,19,19MAY,0,4.0943445622,Paris
2019-05-20,92,32,33,24,,,2019,5,20,20MAY,0,4.521788577,Paris
2019-05-21,61,36,29,40,,,2019,5,21,21MAY,0,4.1108738642,Paris
2019-05-22,71,44,41,50,,,2019,5,22,22MAY,0,4.262679877,Paris
2019-05-23,68,51,49,57,,,2019,5,23,23MAY,0,4.2195077052,Paris
2019-05-24,68,41,42,45,,,2019,5,24,24MAY,0,4.2195077052,Paris
2019-05-25,63,37,32,37,,,2019,5,25,25MAY,0,4.1431347264,Paris
2019-05-26,64,30,24,26,,,2019,5,26,26MAY,0,4.1588830834,Paris
2019-05-27,56,32,32,25,,,2019,5,27,27MAY,0,4.0253516907,Paris
2019-05-28,41,30,25,27,,,2019,5,28,28MAY,0,3.7135720667,Paris
2019-05-29,44,33,30,36,,,2019,5,29,29MAY,0,3.7841896339,Paris
2019-05-30,59,25,19,21,,,2019,5,30,30MAY,0,4.0775374439,Paris
2019-05-31,36,50,41,36,,,2019,5,31,31MAY,0,3.5835189385,Paris
2019-06-01,58,43,41,41,,,2019,6,1,01JUN,0,4.0604430105,Paris
2019-06-02,64,45,45,45,,,2019,6,2,02JUN,0,4.1588830834,Paris
2019-06-03,58,32,29,34,,,2019,6,3,03JUN,0,4.0604430105,Paris
2019-06-04,49,33,34,37,,,2019,6,4,04JUN,0,3.8918202981,Paris
2019-06-05,58,15,27,32,,,2019,6,5,05JUN,0,4.0604430105,Paris
2019-06-06,43,19,30,24,,,2019,6,6,06JUN,0,3.7612001157,Paris
2019-06-07,40,34,34,24,,,2019,6,7,07JUN,0,3.6888794541,Paris
2019-06-08,34,31,27,19,,,2019,6,8,08JUN,0,3.5263605246,Paris
2019-06-09,40,35,33,33,,,2019,6,9,09JUN,0,3.6888794541,Paris
2019-06-10,56,23,30,24,,,2019,6,10,10JUN,0,4.0253516907,Paris
2019-06-11,44,30,27,40,,,2019,6,11,11JUN,0,3.7841896339,Paris
2019-06-12,48,24,24,33,,,2019,6,12,12JUN,0,3.8712010109,Paris
2019-06-13,39,28,29,34,,,2019,6,13,13JUN,0,3.6635616461,Paris
2019-06-14,39,31,38,43,,,2019,6,14,14JUN,0,3.6635616461,Paris
2019-06-15,56,25,33,30,,,2019,6,15,15JUN,0,4.0253516907,Paris
2019-06-16,48,21,25,22,,,2019,6,16,16JUN,0,3.8712010109,Paris
2019-06-17,44,36,32,38,,,2019,6,17,17JUN,0,3.7841896339,Paris
2019-06-18,57,54,40,43,,,2019,6,18,18JUN,0,4.0430512678,Paris
2019-06-19,61,52,36,39,,,2019,6,19,19JUN,0,4.1108738642,Paris
2019-06-20,59,28,29,33,,,2019,6,20,20JUN,0,4.0775374439,Paris
2019-06-21,50,21,31,38,,,2019,6,21,21JUN,0,3.9120230054,Paris
2019-06-22,54,23,41,38,,,2019,6,22,22JUN,0,3.9889840466,Paris
2019-06-23,54,28,40,39,,,2019,6,23,23JUN,0,3.9889840466,Paris
2019-06-24,65,35,43,45,,,2019,6,24,24JUN,0,4.1743872699,Paris
2019-06-25,66,37,52,50,,,2019,6,25,25JUN,0,4.189654742,Paris
2019-06-26,69,47,50,46,,,2019,6,26,26JUN,0,4.2341065046,Paris
2019-06-27,84,52,47,41,,,2019,6,27,27JUN,0,4.4308167988,Paris
2019-06-28,74,42,57,51,,,2019,6,28,28JUN,0,4.3040650932,Paris
2019-06-29,58,37,61,52,,,2019,6,29,29JUN,0,4.0604430105,Paris
2019-06-30,62,31,38,29,,,2019,6,30,30JUN,0,4.127134385,Paris
2019-07-01,59,25,33,25,,,2019,7,1,01JUL,0,4.0775374439,Paris
2019-01-02,61,34,21,36,,,2019,1,2,02JAN,0,4.1108738642,Paris
2019-01-03,51,36,16,40,,,2019,1,3,03JAN,0,3.9318256327,Paris
2019-01-04,57,40,16,41,,,2019,1,4,04JAN,0,4.0430512678,Paris
2019-01-05,73,37,17,32,,,2019,1,5,05JAN,0,4.2904594411,Paris
2019-01-06,77,41,13,41,,,2019,1,6,06JAN,0,4.3438054219,Paris
2019-01-07,86,39,14,39,,,2019,1,7,07JAN,0,4.4543472963,Paris
2019-01-08,74,33,18,36,,,2019,1,8,08JAN,0,4.3040650932,Paris
2019-01-09,50,27,18,32,,,2019,1,9,09JAN,0,3.9120230054,Paris
2019-01-10,45,43,17,44,1,,2019,1,10,10JAN,0,3.8066624898,Paris
2019-01-11,56,39,14,43,1,,2019,1,11,11JAN,0,4.0253516907,Paris
2019-01-12,76,28,20,35,,,2019,1,12,12JAN,0,4.3307333403,Paris
2019-01-13,63,21,24,25,,,2019,1,13,13JAN,0,4.1431347264,Paris
2019-01-14,42,36,22,34,,,2019,1,14,14JAN,0,3.7376696183,Paris
2019-01-15,50,43,22,45,,,2019,1,15,15JAN,0,3.9120230054,Paris
2019-01-16,58,40,19,39,,,2019,1,16,16JAN,0,4.0604430105,Paris
2019-01-17,65,29,19,36,,,2019,1,17,17JAN,0,4.1743872699,Paris
2019-01-18,47,51,8,52,,,2019,1,18,18JAN,0,3.8501476017,Paris
2019-01-19,83,32,9,35,,,2019,1,19,19JAN,0,4.4188406078,Paris
2019-01-20,73,35,12,33,,,2019,1,20,20JAN,0,4.2904594411,Paris
2019-01-21,86,61,3,40,1,,2019,1,21,21JAN,0,4.4543472963,Paris
2019-01-22,137,43,9,32,,,2019,1,22,22JAN,0,4.9199809258,Paris
2019-01-23,106,26,15,43,,,2019,1,23,23JAN,0,4.6634390941,Paris
2019-01-24,67,53,8,45,,,2019,1,24,24JAN,0,4.2046926194,Paris
2019-01-25,119,42,4,42,,,2019,1,25,25JAN,0,4.7791234931,Paris
2019-01-26,96,15,24,37,,,2019,1,26,26JAN,0,4.5643481915,Paris
2019-01-27,46,12,26,27,,,2019,1,27,27JAN,0,3.8286413965,Paris
2019-01-28,37,28,22,34,,,2019,1,28,28JAN,0,3.6109179126,Paris
2019-01-29,50,31,14,42,,,2019,1,29,29JAN,0,3.9120230054,Paris
2019-01-30,64,21,19,41,,,2019,1,30,30JAN,0,4.1588830834,Paris
2019-01-31,54,25,13,41,,,2019,1,31,31JAN,0,3.9889840466,Paris
2019-02-01,63,34,15,51,,,2019,2,1,01FEB,0,4.1431347264,Paris
2019-02-02,66,34,15,35,,,2019,2,2,02FEB,0,4.189654742,Paris
2019-02-03,73,35,15,33,,,2019,2,3,03FEB,0,4.2904594411,Paris
2019-02-04,67,40,14,39,,,2019,2,4,04FEB,0,4.2046926194,Paris
2019-02-05,77,39,14,40,,,2019,2,5,05FEB,0,4.3438054219,Paris
2019-02-06,69,36,14,35,,,2019,2,6,06FEB,0,4.2341065046,Paris
2019-02-07,70,24,24,41,,,2019,2,7,07FEB,0,4.248495242,Paris
2019-02-08,53,25,26,29,,,2019,2,8,08FEB,0,3.9702919136,Paris
2019-02-09,41,31,28,27,,,2019,2,9,09FEB,0,3.7135720667,Paris
2019-02-10,48,31,46,27,,,2019,2,10,10FEB,0,3.8712010109,Paris
2019-02-11,35,41,27,42,,,2019,2,11,11FEB,0,3.5553480615,Paris
2019-02-12,54,54,14,55,1,,2019,2,12,12FEB,0,3.9889840466,Paris
2019-02-13,95,53,9,40,,,2019,2,13,13FEB,0,4.5538768916,Paris
2019-02-14,100,61,6,44,,,2019,2,14,14FEB,0,4.605170186,Paris
2019-02-15,96,74,6,62,1,,2019,2,15,15FEB,0,4.5643481915,Paris
2019-02-16,113,71,12,63,1,,2019,2,16,16FEB,0,4.7273878187,Paris
2019-02-17,135,55,23,52,,,2019,2,17,17FEB,0,4.9052747784,Paris
2019-02-18,114,70,23,50,,,2019,2,18,18FEB,0,4.7361984484,Paris
2019-02-19,93,63,21,42,,,2019,2,19,19FEB,0,4.5325994932,Paris
2019-02-20,66,67,19,54,,,2019,2,20,20FEB,0,4.189654742,Paris
2019-02-21,112,75,5,61,1,,2019,2,21,21FEB,0,4.7184988713,Paris
2019-02-22,133,78,12,63,1,,2019,2,22,22FEB,0,4.8903491282,Paris
2019-02-23,143,46,20,38,,,2019,2,23,23FEB,0,4.9628446303,Paris
2019-02-24,83,42,19,41,,,2019,2,24,24FEB,0,4.4188406078,Paris
2019-02-25,75,68,17,49,1,,2019,2,25,25FEB,0,4.3174881135,Paris
2019-02-26,85,80,15,54,1,,2019,2,26,26FEB,0,4.4426512565,Paris
2019-02-27,93,82,12,62,1,,2019,2,27,27FEB,0,4.5325994932,Paris
2019-02-28,129,54,28,48,,,2019,2,28,28FEB,0,4.8598124044,Paris
2019-03-01,89,33,30,38,,,2019,3,1,01MAR,0,4.4886363697,Paris
2019-03-02,59,32,26,38,,,2019,3,2,02MAR,0,4.0775374439,Paris
2019-03-03,55,26,28,20,,,2019,3,3,03MAR,0,4.0073331852,Paris
2019-03-04,42,25,35,26,,,2019,3,4,04MAR,0,3.7376696183,Paris
2019-03-05,37,31,26,38,,,2019,3,5,05MAR,0,3.6109179126,Paris
2019-03-06,44,29,17,42,,,2019,3,6,06MAR,0,3.7841896339,Paris
2019-03-07,54,19,30,34,,,2019,3,7,07MAR,0,3.9889840466,Paris
2019-03-08,33,20,30,37,,,2019,3,8,08MAR,0,3.4965075615,Paris
2019-03-09,34,22,26,34,,,2019,3,9,09MAR,0,3.5263605246,Paris
2019-03-10,44,26,36,23,,,2019,3,10,10MAR,0,3.7841896339,Paris
2019-03-11,40,34,31,34,,,2019,3,11,11MAR,0,3.6888794541,Paris
2019-03-12,44,34,31,35,,,2019,3,12,12MAR,0,3.7841896339,Paris
2019-03-13,51,33,30,30,,,2019,3,13,13MAR,0,3.9318256327,Paris
2019-03-14,42,20,27,31,,,2019,3,14,14MAR,0,3.7376696183,Paris
2019-03-15,37,24,24,29,,,2019,3,15,15MAR,1,3.6109179126,Paris
2019-03-16,40,25,34,27,,,2019,3,16,16MAR,1,3.6888794541,Paris
2019-03-17,41,19,33,30,,,2019,3,17,17MAR,1,3.7135720667,Paris
2019-03-18,41,29,26,40,,,2019,3,18,18MAR,1,3.7135720667,Paris
2019-03-19,49,46,29,51,,,2019,3,19,19MAR,1,3.8918202981,Paris
2019-03-20,68,53,24,52,,,2019,3,20,20MAR,1,4.2195077052,Paris
2019-03-21,89,53,29,49,,,2019,3,21,21MAR,1,4.4886363697,Paris
2019-03-22,90,58,20,48,,,2019,3,22,22MAR,1,4.4998096703,Paris
2019-03-23,107,53,26,39,,,2019,3,23,23MAR,1,4.6728288345,Paris
2019-03-24,111,51,22,32,,,2019,3,24,24MAR,1,4.7095302013,Paris
2019-03-25,105,41,31,37,,,2019,3,25,25MAR,1,4.6539603502,Paris
2019-03-26,57,42,33,38,,,2019,3,26,26MAR,1,4.0430512678,Paris
2019-03-27,53,54,30,40,,,2019,3,27,27MAR,1,3.9702919136,Paris
2019-03-28,78,53,27,39,,,2019,3,28,28MAR,1,4.3567088267,Paris
2019-03-29,108,64,27,46,,,2019,3,29,29MAR,1,4.6821312271,Paris
2019-03-30,87,54,38,60,,,2019,3,30,30MAR,1,4.4659081187,Paris
2019-03-31,88,71,40,58,,,2019,3,31,31MAR,1,4.4773368145,Paris
2019-04-01,99,61,40,46,,,2019,4,1,01APR,1,4.5951198501,Paris
2019-01-01,59.212121212,30,20,38,,,2019,1,1,01JAN,0,4.0303599552,Paris
2020-10-02,41,18,14,26,2,,2020,10,2,02OCT,0,3.7135720667,Paris
2020-10-03,41,18,19,27,,,2020,10,3,03OCT,0,3.7135720667,Paris
2020-10-04,53,14,20,18,,,2020,10,4,04OCT,0,3.9702919136,Paris
2020-10-05,50,7,23,22,,,2020,10,5,05OCT,0,3.9120230054,Paris
2020-10-06,49,17,24,19,,,2020,10,6,06OCT,0,3.8918202981,Paris
2020-10-07,52,18,23,24,,,2020,10,7,07OCT,0,3.9512437186,Paris
2020-10-08,57,21,19,21,,,2020,10,8,08OCT,0,4.0430512678,Paris
2020-10-09,44,17,22,21,,,2020,10,9,09OCT,0,3.7841896339,Paris
2020-10-10,41,21,24,28,,,2020,10,10,10OCT,0,3.7135720667,Paris
2020-10-11,44,16,20,24,,,2020,10,11,11OCT,0,3.7841896339,Paris
2020-10-12,37,30,18,33,2,,2020,10,12,12OCT,0,3.6109179126,Paris
2020-10-13,56,11,16,13,,,2020,10,13,13OCT,0,4.0253516907,Paris
2020-10-14,36,14,17,11,,,2020,10,14,14OCT,0,3.5835189385,Paris
2020-10-15,57,16,15,9,,,2020,10,15,15OCT,0,4.0430512678,Paris
2020-10-16,48,17,14,10,,,2020,10,16,16OCT,0,3.8712010109,Paris
2020-10-17,54,30,14,25,,,2020,10,17,17OCT,0,3.9889840466,Paris
2020-10-18,71,31,23,28,,,2020,10,18,18OCT,0,4.262679877,Paris
2020-10-19,70,47,19,33,1,,2020,10,19,19OCT,0,4.248495242,Paris
2020-10-20,72,32,16,30,2,,2020,10,20,20OCT,0,4.276666119,Paris
2020-10-21,49,26,24,25,,,2020,10,21,21OCT,0,3.8918202981,Paris
2020-10-22,44,38,17,33,,,2020,10,22,22OCT,0,3.7841896339,Paris
2020-10-23,51,28,21,32,,,2020,10,23,23OCT,0,3.9318256327,Paris
2020-10-24,39,16,21,19,,,2020,10,24,24OCT,0,3.6635616461,Paris
2020-10-25,37,13,21,22,,,2020,10,25,25OCT,0,3.6109179126,Paris
2020-10-26,38,21,21,24,,,2020,10,26,26OCT,0,3.6375861597,Paris
2020-10-27,38,24,22,22,,,2020,10,27,27OCT,0,3.6375861597,Paris
2020-10-28,30,23,23,24,,,2020,10,28,28OCT,0,3.4011973817,Paris
2020-10-29,40,26,22,29,,,2020,10,29,29OCT,0,3.6888794541,Paris
2020-10-30,30,26,21,28,,,2020,10,30,30OCT,0,3.4011973817,Paris
2020-10-31,47,22,21,24,,,2020,10,31,31OCT,0,3.8501476017,Paris
2020-11-01,53,9,24,12,,,2020,11,1,01NOV,0,3.9702919136,Paris
2020-11-02,18,11,27,9,,,2020,11,2,02NOV,0,2.8903717579,Paris
2020-11-03,30,21,24,19,,,2020,11,3,03NOV,0,3.4011973817,Paris
2020-11-04,41,32,19,27,,,2020,11,4,04NOV,0,3.7135720667,Paris
2020-11-05,60,29,16,32,,,2020,11,5,05NOV,0,4.0943445622,Paris
2020-11-06,68,34,11,26,,,2020,11,6,06NOV,0,4.2195077052,Paris
2020-11-07,69,38,9,27,,,2020,11,7,07NOV,0,4.2341065046,Paris
2020-11-08,74,28,12,21,,,2020,11,8,08NOV,0,4.3040650932,Paris
2020-11-09,55,38,8,29,,,2020,11,9,09NOV,0,4.0073331852,Paris
2020-11-10,63,26,13,33,,,2020,11,10,10NOV,0,4.1431347264,Paris
2020-11-11,56,20,10,21,,,2020,11,11,11NOV,0,4.0253516907,Paris
2020-11-12,55,25,22,30,,,2020,11,12,12NOV,0,4.0073331852,Paris
2020-11-13,53,30,14,27,,,2020,11,13,13NOV,0,3.9702919136,Paris
2020-11-14,60,22,23,17,,,2020,11,14,14NOV,0,4.0943445622,Paris
2020-11-15,51,18,28,11,,,2020,11,15,15NOV,0,3.9318256327,Paris
2020-11-16,39,29,26,25,,,2020,11,16,16NOV,0,3.6635616461,Paris
2020-11-17,35,30,19,29,,,2020,11,17,17NOV,0,3.5553480615,Paris
2020-11-18,47,35,14,26,,,2020,11,18,18NOV,0,3.8501476017,Paris
2020-11-19,58,23,25,16,,,2020,11,19,19NOV,0,4.0604430105,Paris
2020-11-20,37,38,15,34,,,2020,11,20,20NOV,0,3.6109179126,Paris
2020-11-21,65,32,19,27,,,2020,11,21,21NOV,0,4.1743872699,Paris
2020-11-22,65,35,14,29,,,2020,11,22,22NOV,0,4.1743872699,Paris
2020-11-23,82,42,13,35,,,2020,11,23,23NOV,0,4.4067192473,Paris
2020-11-24,83,41,4,32,,,2020,11,24,24NOV,0,4.4188406078,Paris
2020-11-25,73,46,6,37,,,2020,11,25,25NOV,0,4.2904594411,Paris
2020-11-26,87,59,3,43,,,2020,11,26,26NOV,0,4.4659081187,Paris
2020-11-27,109,56,2,35,,,2020,11,27,27NOV,0,4.6913478822,Paris
2020-11-28,110,49,4,32,,,2020,11,28,28NOV,0,4.7004803658,Paris
