date,_pm25,_pm10,_o3,_no2,_so2,_co,year,month,day,dayofyear,refperiod,city
2020-10-15,41,58,15,23,1,7,2020,10,15,15OCT,0,Beijing
2020-10-14,55,35,16,15,2,4,2020,10,14,14OCT,0,Beijing
2020-10-13,41,39,28,16,1,2,2020,10,13,13OCT,0,Beijing
2020-10-12,85,26,22,12,2.0829493088,1,2020,10,12,12OCT,0,Beijing
2020-10-11,197,25,25,12,2.0829493088,4,2020,10,11,11OCT,0,Beijing
2020-10-10,179,79,61,25,1,9,2020,10,10,10OCT,0,Beijing
2020-10-09,164,84,40,37,1,9,2020,10,9,09OCT,0,Beijing
2020-10-08,150,72,14,36,1,8,2020,10,8,08OCT,0,Beijing
2020-10-07,86,72,28,29,2,8,2020,10,7,07OCT,0,Beijing
2020-10-06,31,46,26,18,2,4,2020,10,6,06OCT,0,Beijing
2020-10-05,26,18,25,10,2.0829493088,1,2020,10,5,05OCT,0,Beijing
2020-10-04,76,16,21,4,2.0829493088,1,2020,10,4,04OCT,0,Beijing
2020-10-03,29,40,31,15,3,4,2020,10,3,03OCT,0,Beijing
2020-10-02,134,21,24,6,2.0829493088,1,2020,10,2,02OCT,0,Beijing
2020-10-01,67,51,24,15,2.0829493088,5,2020,10,1,01OCT,0,Beijing
2020-09-30,62,30,23,13,2.0829493088,3,2020,9,30,30SEP,0,Beijing
2020-09-29,167,18,26,9,2.0829493088,4,2020,9,29,29SEP,0,Beijing
2020-09-28,155,70,73,22,1,8,2020,9,28,28SEP,0,Beijing
2020-09-27,151,55,72,22,2.0829493088,7,2020,9,27,27SEP,0,Beijing
2020-09-26,122,60,81,21,2.0829493088,7,2020,9,26,26SEP,0,Beijing
2020-09-25,97,44,60,19,2.0829493088,7,2020,9,25,25SEP,0,Beijing
2020-09-24,114,26,47,13,2.0829493088,6,2020,9,24,24SEP,0,Beijing
2020-09-23,84,51,29,18,1,10,2020,9,23,23SEP,0,Beijing
2020-09-22,112,43,36,18,1,5,2020,9,22,22SEP,0,Beijing
2020-09-21,45,50,76,18,2,6,2020,9,21,21SEP,0,Beijing
2020-09-20,57,27,40,12,2.0829493088,3,2020,9,20,20SEP,0,Beijing
2020-09-19,46,38,69,17,2.0829493088,4,2020,9,19,19SEP,0,Beijing
2020-09-18,30,25,29,16,1,4,2020,9,18,18SEP,0,Beijing
2020-09-17,29,20,27,11,2.0829493088,3,2020,9,17,17SEP,0,Beijing
2020-09-16,101,18,21,6,2.0829493088,2,2020,9,16,16SEP,0,Beijing
2020-09-15,130,22,31,11,2.0829493088,7,2020,9,15,15SEP,0,Beijing
2020-09-14,78,49,41,10,2.0829493088,5,2020,9,14,14SEP,0,Beijing
2020-09-13,46,38,48,13,2.0829493088,5,2020,9,13,13SEP,0,Beijing
2020-09-12,27,21,33,8,2.0829493088,4,2020,9,12,12SEP,0,Beijing
2020-09-11,30,14,17,8,2.0829493088,4,2020,9,11,11SEP,0,Beijing
2020-09-10,37,20,20,10,2.0829493088,2,2020,9,10,10SEP,0,Beijing
2020-09-09,33,22,33,13,1,3,2020,9,9,09SEP,0,Beijing
2020-09-08,64,18,28,12,2.0829493088,2,2020,9,8,08SEP,0,Beijing
2020-09-07,154,28,44,9,1,4,2020,9,7,07SEP,0,Beijing
2020-09-06,84,74,115,18,2,10,2020,9,6,06SEP,0,Beijing
2020-09-05,58,52,75,15,1,4,2020,9,5,05SEP,0,Beijing
2020-09-04,32,38,42,15,2.0829493088,4,2020,9,4,04SEP,0,Beijing
2020-09-03,54,19,25,8,2.0829493088,3,2020,9,3,03SEP,0,Beijing
2020-09-02,52,30,31,9,2.0829493088,3,2020,9,2,02SEP,0,Beijing
2020-09-01,57,28,37,11,2.0829493088,4,2020,9,1,01SEP,0,Beijing
2020-08-31,135,31,21,11,2.0829493088,4,2020,8,31,31AUG,0,Beijing
2020-08-30,142,53,72,10,2.0829493088,9,2020,8,30,30AUG,0,Beijing
2020-08-29,62,66,73,16,2.0829493088,8,2020,8,29,29AUG,0,Beijing
2020-08-28,112,37,73,9,2.0829493088,4,2020,8,28,28AUG,0,Beijing
2020-08-27,137,50,50,14,1,9,2020,8,27,27AUG,0,Beijing
2020-08-26,71,65,78,19,4,15,2020,8,26,26AUG,0,Beijing
2020-08-25,42,47,97,16,2.0829493088,4,2020,8,25,25AUG,0,Beijing
2020-08-24,141,20,47,5,2.0829493088,3,2020,8,24,24AUG,0,Beijing
2020-08-23,112,61,71,11,2.0829493088,7,2020,8,23,23AUG,0,Beijing
2020-08-22,77,55,69,12,2.0829493088,5,2020,8,22,22AUG,0,Beijing
2020-08-21,72,42,64,11,2.0829493088,5,2020,8,21,21AUG,0,Beijing
2020-08-20,41,30,31,11,2.0829493088,5,2020,8,20,20AUG,0,Beijing
2020-08-19,90,23,23,11,2.0829493088,3,2020,8,19,19AUG,0,Beijing
2020-08-18,125,23,27,12,1,6,2020,8,18,18AUG,0,Beijing
2020-08-17,115,43,34,11,2.0829493088,7,2020,8,17,17AUG,0,Beijing
2020-08-16,109,44,35,11,2.0829493088,6,2020,8,16,16AUG,0,Beijing
2020-08-15,96,51,44,11,2.0829493088,6,2020,8,15,15AUG,0,Beijing
2020-08-14,53,47,90,10,2.0829493088,6,2020,8,14,14AUG,0,Beijing
2020-08-13,100,24,53,6,2.0829493088,6,2020,8,13,13AUG,0,Beijing
2020-08-12,102,41,47,11,2.0829493088,6,2020,8,12,12AUG,0,Beijing
2020-08-11,59,53,106,9,2.0829493088,5,2020,8,11,11AUG,0,Beijing
2020-08-10,70,28,75,7,2.0829493088,3,2020,8,10,10AUG,0,Beijing
2020-08-09,74,38,87,7,2.0829493088,4,2020,8,9,09AUG,0,Beijing
2020-08-08,74,38,81,9,2.0829493088,5,2020,8,8,08AUG,0,Beijing
2020-08-07,106,34,73,9,1,6,2020,8,7,07AUG,0,Beijing
2020-08-06,109,46,78,12,1,7,2020,8,6,06AUG,0,Beijing
2020-08-05,72,59,37,16,2.0829493088,7,2020,8,5,05AUG,0,Beijing
2020-08-04,68,46,79,14,1,4,2020,8,4,04AUG,0,Beijing
2020-08-03,64,37,91,10,2.0829493088,4,2020,8,3,03AUG,0,Beijing
2020-08-02,111,35,86,10,2.0829493088,4,2020,8,2,02AUG,0,Beijing
2020-08-01,120,40,62,13,2.0829493088,7,2020,8,1,01AUG,0,Beijing
2020-07-31,144,54,81,12,2.0829493088,7,2020,7,31,31JUL,0,Beijing
2020-07-30,151,47,83,11,1,7,2020,7,30,30JUL,0,Beijing
2020-07-29,151,54,93,10,2.0829493088,8,2020,7,29,29JUL,0,Beijing
2020-07-28,150,21,63,12,2.0829493088,10,2020,7,28,28JUL,0,Beijing
2020-07-27,80,48.599431818,42,10,2.0829493088,8,2020,7,27,27JUL,0,Beijing
2020-07-26,86,32,50,7,2.0829493088,4,2020,7,26,26JUL,0,Beijing
2020-07-25,81,57,98,20,2.0829493088,5,2020,7,25,25JUL,0,Beijing
2020-07-24,101,38,96,12,2.0829493088,4,2020,7,24,24JUL,0,Beijing
2020-07-23,118,48,95,16,1,6,2020,7,23,23JUL,0,Beijing
2020-07-22,100,52,107,13,2,7,2020,7,22,22JUL,0,Beijing
2020-07-21,116,55,87,10,2.0829493088,5,2020,7,21,21JUL,0,Beijing
2020-07-20,92,59,116,15,1,7,2020,7,20,20JUL,0,Beijing
2020-07-19,120,35,49,10,2.0829493088,5,2020,7,19,19JUL,0,Beijing
2020-07-18,129,41,46,7,2.0829493088,6,2020,7,18,18JUL,0,Beijing
2020-07-17,129,53,64,8,2.0829493088,5,2020,7,17,17JUL,0,Beijing
2020-07-16,110,55,98,9,2.0829493088,6,2020,7,16,16JUL,0,Beijing
2020-07-15,102,45,84,10,2.0829493088,5,2020,7,15,15JUL,0,Beijing
2020-07-14,132,44,77,10,2.0829493088,6,2020,7,14,14JUL,0,Beijing
2020-07-13,172,44,67,10,2.0829493088,9,2020,7,13,13JUL,0,Beijing
2020-07-12,169,77,72,13,1,11,2020,7,12,12JUL,0,Beijing
2020-07-11,137,48.599431818,37,12,2.0829493088,10,2020,7,11,11JUL,0,Beijing
2020-07-10,98,51,47,9,2.0829493088,7,2020,7,10,10JUL,0,Beijing
2020-07-09,105,40,44,7,1,6,2020,7,9,09JUL,0,Beijing
2020-07-08,57,46,100,10,2,6,2020,7,8,08JUL,0,Beijing
2020-07-07,65,28,91,8,1,3,2020,7,7,07JUL,0,Beijing
2020-07-06,77,30,97,7,1,4,2020,7,6,06JUL,0,Beijing
2020-07-05,118,33,82,11,2.0829493088,4,2020,7,5,05JUL,0,Beijing
2020-07-04,131,42,87,8,1,5,2020,7,4,04JUL,0,Beijing
2020-07-03,93,40,54,7,2.0829493088,9,2020,7,3,03JUL,0,Beijing
2020-07-02,86,38,83,6,1,7,2020,7,2,02JUL,0,Beijing
2020-07-01,63,53,115,14,2.0829493088,5,2020,7,1,01JUL,0,Beijing
2020-06-30,93,30,74,7,2.0829493088,3,2020,6,30,30JUN,0,Beijing
2020-06-29,133,39,53,12,2.0829493088,5,2020,6,29,29JUN,0,Beijing
2020-06-28,163,45,104,7,1,8,2020,6,28,28JUN,0,Beijing
2020-06-27,90,63,121,11,1,9,2020,6,27,27JUN,0,Beijing
2020-06-26,101,37,89,8,2.0829493088,5,2020,6,26,26JUN,0,Beijing
2020-06-25,70,39,72,9,2.0829493088,6,2020,6,25,25JUN,0,Beijing
2020-06-24,128,29,75,5,2.0829493088,4,2020,6,24,24JUN,0,Beijing
2020-06-23,129,54,103,9,1,7,2020,6,23,23JUN,0,Beijing
2020-06-22,92,66,107,10,1,6,2020,6,22,22JUN,0,Beijing
2020-06-21,108,57,106,8,1,4,2020,6,21,21JUN,0,Beijing
2020-06-20,77,60,117,6,1,5,2020,6,20,20JUN,0,Beijing
2020-06-19,81,44,100,7,2.0829493088,3,2020,6,19,19JUN,0,Beijing
2020-06-18,64,47,90,9,2.0829493088,4,2020,6,18,18JUN,0,Beijing
2020-06-17,110,57,75,6,1,3,2020,6,17,17JUN,0,Beijing
2020-06-16,58,81,121,12,6,9,2020,6,16,16JUN,0,Beijing
2020-06-15,31,47,84,11,2.0829493088,2,2020,6,15,15JUN,1,Beijing
2020-06-14,126,23,68,4,2.0829493088,2,2020,6,14,14JUN,1,Beijing
2020-06-13,97,71,107,15,1,7,2020,6,13,13JUN,1,Beijing
2020-06-12,137,47,130,10,2.0829493088,6,2020,6,12,12JUN,1,Beijing
2020-06-11,139,67,94,16,1,7,2020,6,11,11JUN,1,Beijing
2020-06-10,118,63,106,8,2.0829493088,8,2020,6,10,10JUN,1,Beijing
2020-06-09,134,72,55,10,3,7,2020,6,9,09JUN,1,Beijing
2020-06-08,96,84,104,13,2,5,2020,6,8,08JUN,1,Beijing
2020-06-07,80,71,146,13,3,6,2020,6,7,07JUN,1,Beijing
2020-06-06,54,50,113,12,3,6,2020,6,6,06JUN,1,Beijing
2020-06-05,42,36,81,7,2,4,2020,6,5,05JUN,1,Beijing
2020-06-04,127,39,55,13,1,2,2020,6,4,04JUN,1,Beijing
2020-06-03,80,154,85,18,2.0829493088,3,2020,6,3,03JUN,1,Beijing
2020-06-02,78,55,77,13,2.0829493088,3,2020,6,2,02JUN,1,Beijing
2020-06-01,56,54,90,17,1,4,2020,6,1,01JUN,1,Beijing
2020-05-31,129,17,37,8,2.0829493088,2,2020,5,31,31MAY,1,Beijing
2020-05-30,150,60,87,12,3,9,2020,5,30,30MAY,1,Beijing
2020-05-29,112,67,117,14,5,11,2020,5,29,29MAY,1,Beijing
2020-05-28,34,60,100,18,2,7,2020,5,28,28MAY,1,Beijing
2020-05-27,41,20,44,6,2.0829493088,2,2020,5,27,27MAY,1,Beijing
2020-05-26,43,22,50,9,2.0829493088,2,2020,5,26,26MAY,1,Beijing
2020-05-25,39,30,33,13,2.0829493088,2,2020,5,25,25MAY,1,Beijing
2020-05-24,26,21,53,9,1,2,2020,5,24,24MAY,1,Beijing
2020-05-23,124,19,36,6,2.0829493088,2,2020,5,23,23MAY,1,Beijing
2020-05-22,163,41,73,9,2.0829493088,8,2020,5,22,22MAY,1,Beijing
2020-05-21,69,69,56,13,3,13,2020,5,21,21MAY,1,Beijing
2020-05-20,68,42,109,10,1,4,2020,5,20,20MAY,1,Beijing
2020-05-19,41,46,65,11,2.0829493088,2,2020,5,19,19MAY,1,Beijing
2020-05-18,66,42,36,5,2.0829493088,1,2020,5,18,18MAY,1,Beijing
2020-05-17,124,65,31,17,2.0829493088,2,2020,5,17,17MAY,1,Beijing
2020-05-16,115,55,29,13,2.0829493088,6,2020,5,16,16MAY,1,Beijing
2020-05-15,95,49,45,10,2.0829493088,5,2020,5,15,15MAY,1,Beijing
2020-05-14,108,70,91,11,1,5,2020,5,14,14MAY,1,Beijing
2020-05-13,63,124,86,16,2,5,2020,5,13,13MAY,1,Beijing
2020-05-12,54,87,43,5,2.0829493088,1,2020,5,12,12MAY,1,Beijing
2020-05-11,72,101,42,4,2.0829493088,1,2020,5,11,11MAY,1,Beijing
2020-05-10,100,52,35,9,2.0829493088,4,2020,5,10,10MAY,1,Beijing
2020-05-09,107,42,26,11,2.0829493088,5,2020,5,9,09MAY,1,Beijing
2020-05-08,160,26,40,8,2.0829493088,8,2020,5,8,08MAY,1,Beijing
2020-05-07,160,61,36,16,4,12,2020,5,7,07MAY,1,Beijing
2020-05-06,150,53,92,15,1,6,2020,5,6,06MAY,1,Beijing
2020-05-05,109,48,33,12,2.0829493088,5,2020,5,5,05MAY,1,Beijing
2020-05-04,143,49,21,11,2,6,2020,5,4,04MAY,1,Beijing
2020-05-03,149,58,38,12,2,10,2020,5,3,03MAY,1,Beijing
2020-05-02,189,65,101,8,1,5,2020,5,2,02MAY,1,Beijing
2020-05-01,185,95,146,25,3,11,2020,5,1,01MAY,1,Beijing
2020-04-30,150,93,142,25,5,9,2020,4,30,30APR,1,Beijing
2020-04-29,157,84,115,12,3,5,2020,4,29,29APR,1,Beijing
2020-04-28,141,82,100,18,3,6,2020,4,28,28APR,1,Beijing
2020-04-27,94,60,58,14,2,10,2020,4,27,27APR,1,Beijing
2020-04-26,55,32,40,11,2.0829493088,2,2020,4,26,26APR,1,Beijing
2020-04-25,65,53,39,3,2.0829493088,1,2020,4,25,25APR,1,Beijing
2020-04-24,35,98,41,6,2.0829493088,1,2020,4,24,24APR,1,Beijing
2020-04-23,36,20,36,3,2.0829493088,1,2020,4,23,23APR,1,Beijing
2020-04-22,40,22,36,2,2.0829493088,1,2020,4,22,22APR,1,Beijing
2020-04-21,39,33,35,2,2.0829493088,1,2020,4,21,21APR,1,Beijing
2020-04-20,122,30,38,2,2.0829493088,1,2020,4,20,20APR,1,Beijing
2020-04-19,100,49,74,8,2.0829493088,3,2020,4,19,19APR,1,Beijing
2020-04-18,80,43,56,10,2.0829493088,2,2020,4,18,18APR,1,Beijing
2020-04-17,83,40,58,6,2.0829493088,3,2020,4,17,17APR,1,Beijing
2020-04-16,151,66,43,5,2.0829493088,3,2020,4,16,16APR,1,Beijing
2020-04-15,153,74,77,13,2,4,2020,4,15,15APR,1,Beijing
2020-04-14,88,81,82,23,3,5,2020,4,14,14APR,1,Beijing
2020-04-13,69,60,44,17,1,4,2020,4,13,13APR,1,Beijing
2020-04-12,79,45,44,6,2.0829493088,1,2020,4,12,12APR,1,Beijing
2020-04-11,117,39,43,9,2.0829493088,3,2020,4,11,11APR,1,Beijing
2020-04-10,103,47,53,11,2.0829493088,3,2020,4,10,10APR,1,Beijing
2020-04-09,76,46,38,8,1,4,2020,4,9,09APR,1,Beijing
2020-04-08,126,53,33,15,3,4,2020,4,8,08APR,1,Beijing
2020-04-07,152,83,37,21,3,5,2020,4,7,07APR,1,Beijing
2020-04-06,86,93,55,26,3,5,2020,4,6,06APR,1,Beijing
2020-04-05,83,67,43,14,2,4,2020,4,5,05APR,1,Beijing
2020-04-04,63,113,38,5,1,2,2020,4,4,04APR,1,Beijing
2020-04-03,60,38,40,11,1,2,2020,4,3,03APR,1,Beijing
2020-04-02,35,35,35,10,1,2,2020,4,2,02APR,1,Beijing
2020-04-01,151,21,35,4,2.0829493088,1,2020,4,1,01APR,1,Beijing
2020-03-31,156,62,45,12,2,3,2020,3,31,31MAR,1,Beijing
2020-03-30,122,69,42,16,3,6,2020,3,30,30MAR,1,Beijing
2020-03-29,37,63,42,17,3,4,2020,3,29,29MAR,1,Beijing
2020-03-28,17,26,32,8,2.0829493088,1,2020,3,28,28MAR,1,Beijing
2020-03-27,39,25,33,4,1,2,2020,3,27,27MAR,1,Beijing
2020-03-26,192,25,31,4,1,3,2020,3,26,26MAR,1,Beijing
2020-03-25,121,73,54,27,6,9,2020,3,25,25MAR,1,Beijing
2020-03-24,102,57,40,18,7,8,2020,3,24,24MAR,1,Beijing
2020-03-23,98,58,36,16,2,3,2020,3,23,23MAR,1,Beijing
2020-03-22,86,60,47,10,2,3,2020,3,22,22MAR,1,Beijing
2020-03-21,94,73,38,10,4,3,2020,3,21,21MAR,1,Beijing
2020-03-20,39,60,34,17,2,3,2020,3,20,20MAR,1,Beijing
2020-03-19,119,47,37,3,2.0829493088,2,2020,3,19,19MAR,1,Beijing
2020-03-18,100,108,35,18,2,6,2020,3,18,18MAR,1,Beijing
2020-03-17,87,55,42,17,1,5,2020,3,17,17MAR,1,Beijing
2020-03-16,34,60,32,10,1,3,2020,3,16,16MAR,1,Beijing
2020-03-15,36,32,37,4,2.0829493088,1,2020,3,15,15MAR,1,Beijing
2020-03-14,42,35,35,5,1,1,2020,3,14,14MAR,1,Beijing
2020-03-13,74,22,32,6,2.0829493088,2,2020,3,13,13MAR,1,Beijing
2020-03-12,92,38,34,14,2,5,2020,3,12,12MAR,1,Beijing
2020-03-11,52,45,25,22,2,4,2020,3,11,11MAR,1,Beijing
2020-03-10,129,30,32,8,1,2,2020,3,10,10MAR,1,Beijing
2020-03-09,171,28,28,12,1,7,2020,3,9,09MAR,1,Beijing
2020-03-08,135,48.599431818,19,13,1,9,2020,3,8,08MAR,1,Beijing
2020-03-07,168,43,39,9,1,5,2020,3,7,07MAR,1,Beijing
2020-03-06,110,67,27,22,2,7,2020,3,6,06MAR,1,Beijing
2020-03-05,47,44,35,12,1,4,2020,3,5,05MAR,1,Beijing
2020-03-04,99,15,31,4,1,1,2020,3,4,04MAR,1,Beijing
2020-03-03,80,15,29,6,1,4,2020,3,3,03MAR,1,Beijing
2020-03-02,72,25,28,13,1,4,2020,3,2,02MAR,1,Beijing
2020-03-01,167,16,30,10,2.0829493088,9,2020,3,1,01MAR,1,Beijing
2020-02-29,138,48.599431818,9,15,2.0829493088,11,2020,2,29,29FEB,1,Beijing
2020-02-28,79,45,34,11,2.0829493088,4,2020,2,28,28FEB,1,Beijing
2020-02-27,94,31,25,11,1,3,2020,2,27,27FEB,1,Beijing
2020-02-26,127,36,37,8,2,3,2020,2,26,26FEB,1,Beijing
2020-02-25,150,60,30,11,5,7,2020,2,25,25FEB,1,Beijing
2020-02-24,110,73,27,17,4,9,2020,2,24,24FEB,1,Beijing
2020-02-23,25,47,22,18,1,5,2020,2,23,23FEB,1,Beijing
2020-02-22,135,14,34,4,2.0829493088,1,2020,2,22,22FEB,1,Beijing
2020-02-21,176,84,34,11,1,6,2020,2,21,21FEB,1,Beijing
2020-02-20,126,48.599431818,28,12,4,11,2020,2,20,20FEB,1,Beijing
2020-02-19,55,32,28,20,4,9,2020,2,19,19FEB,1,Beijing
2020-02-18,27,21,28,17,1,2,2020,2,18,18FEB,1,Beijing
2020-02-17,18,12,31,5,2.0829493088,1,2020,2,17,17FEB,1,Beijing
2020-02-16,29,7,31,2,2.0829493088,1,2020,2,16,16FEB,1,Beijing
2020-02-15,112,11,30,2,2.0829493088,1,2020,2,15,15FEB,1,Beijing
2020-02-14,261,48.599431818,26,7,2.0829493088,8,2020,2,14,14FEB,1,Beijing
2020-02-13,253,48.599431818,17,27,1,21,2020,2,13,13FEB,1,Beijing
2020-02-12,244,48.599431818,50,27,2,22,2020,2,12,12FEB,1,Beijing
2020-02-11,195,48.599431818,41,28,5,22,2020,2,11,11FEB,1,Beijing
2020-02-10,193,48.599431818,35,25,1,13,2020,2,10,10FEB,1,Beijing
2020-02-09,127,48.599431818,23,22,1,12,2020,2,9,09FEB,0,Beijing
2020-02-08,160,24,30,16,3,9,2020,2,8,08FEB,0,Beijing
2020-02-07,119,2,16,15,1,9,2020,2,7,07FEB,0,Beijing
2020-02-06,87,31,15,10,2,9,2020,2,6,06FEB,0,Beijing
2020-02-05,38,33,20,10,1,5,2020,2,5,05FEB,0,Beijing
2020-02-04,79,19,29,6,1,2,2020,2,4,04FEB,0,Beijing
2020-02-03,85,24,29,6,2.0829493088,2,2020,2,3,03FEB,0,Beijing
2020-02-02,30,25,28,4,2.0829493088,3,2020,2,2,02FEB,0,Beijing
2020-02-01,120,14,31,3,2.0829493088,2,2020,2,1,01FEB,0,Beijing
2020-01-31,133,41,33,16,2,8,2020,1,31,31JAN,0,Beijing
2020-01-30,154,50,35,15,3,8,2020,1,30,30JAN,0,Beijing
2020-01-29,245,38,33,16,5,11,2020,1,29,29JAN,0,Beijing
2020-01-28,235,48.599431818,48,21,7,19,2020,1,28,28JAN,0,Beijing
2020-01-27,231,48.599431818,32,20,8,19,2020,1,27,27JAN,0,Beijing
2020-01-26,206,108,31,20,7,15,2020,1,26,26JAN,0,Beijing
2020-01-25,154,99,30,14,4,8,2020,1,25,25JAN,0,Beijing
2020-01-24,126,62,32,8,3,5,2020,1,24,24JAN,0,Beijing
2020-01-23,158,51,31,18,3,9,2020,1,23,23JAN,0,Beijing
2020-01-22,132,60,16,25,5,10,2020,1,22,22JAN,0,Beijing
2020-01-21,40,54,19,20,4,8,2020,1,21,21JAN,0,Beijing
2020-01-20,94,26,26,8,1,2,2020,1,20,20JAN,0,Beijing
2020-01-19,251,58,28,10,1,4,2020,1,19,19JAN,0,Beijing
2020-01-18,165,119,32,34,2,21,2020,1,18,18JAN,0,Beijing
2020-01-17,107,73,10,34,7,14,2020,1,17,17JAN,0,Beijing
2020-01-16,127,48,24,23,4,9,2020,1,16,16JAN,0,Beijing
2020-01-15,62,54,11,28,4,8,2020,1,15,15JAN,0,Beijing
2020-01-14,51,26,22,15,1,3,2020,1,14,14JAN,0,Beijing
2020-01-13,67,22,27,7,2,3,2020,1,13,13JAN,0,Beijing
2020-01-12,47,27,23,16,4,3,2020,1,12,12JAN,0,Beijing
2020-01-11,83,20,22,12,1,2,2020,1,11,11JAN,0,Beijing
2020-01-10,127,33,27,18,3,5,2020,1,10,10JAN,0,Beijing
2020-01-09,63,32,16,24,2,6,2020,1,9,09JAN,0,Beijing
2020-01-08,57,24,27,14,1,4,2020,1,8,08JAN,0,Beijing
2020-01-07,149,19,23,11,2,3,2020,1,7,07JAN,0,Beijing
2020-01-06,152,21,20,25,2,9,2020,1,6,06JAN,0,Beijing
2020-01-05,98,63,5,32,5,12,2020,1,5,05JAN,0,Beijing
2020-01-04,124,45,23,27,3,9,2020,1,4,04JAN,0,Beijing
2020-01-03,132,51,9,32,3,11,2020,1,3,03JAN,0,Beijing
2020-01-02,93,64,5,31,4,10,2020,1,2,02JAN,0,Beijing
2020-01-01,99.6,46,6,23,2,8,2020,1,1,01JAN,0,Beijing
2021-03-24,109,79.911392405,25.670731707,17.585365854,1.7424242424,6.5487804878,2021,3,24,24MAR,0,Beijing
2021-03-23,93,129,10,22,2,3,2021,3,23,23MAR,0,Beijing
2021-03-22,37,148,32,16,1,2,2021,3,22,22MAR,0,Beijing
2021-03-21,96,32,33,7,1.7424242424,1,2021,3,21,21MAR,0,Beijing
2021-03-20,155,68,32,10,1.7424242424,4,2021,3,20,20MAR,0,Beijing
2021-03-19,149,68,24,19,1,7,2021,3,19,19MAR,0,Beijing
2021-03-18,150,96,27,19,2,6,2021,3,18,18MAR,0,Beijing
2021-03-17,97,191,17,26,2,5,2021,3,17,17MAR,0,Beijing
2021-03-16,301,142,29,10,1.7424242424,3,2021,3,16,16MAR,0,Beijing
2021-03-15,200,886,30,10,1.7424242424,3,2021,3,15,15MAR,0,Beijing
2021-03-14,183,100,24,31,1.7424242424,9,2021,3,14,14MAR,0,Beijing
2021-03-13,180,79.911392405,39,18,1,9,2021,3,13,13MAR,0,Beijing
2021-03-12,180,79.911392405,26,20,1.7424242424,8,2021,3,12,12MAR,0,Beijing
2021-03-11,242,66,43,23,1,7,2021,3,11,11MAR,0,Beijing
2021-03-10,201,79.911392405,41,38,2,12,2021,3,10,10MAR,0,Beijing
2021-03-09,163,84,36,31,2,9,2021,3,9,09MAR,0,Beijing
2021-03-08,135,67,25,29,1,7,2021,3,8,08MAR,0,Beijing
2021-03-07,63,62,22,20,1.7424242424,5,2021,3,7,07MAR,0,Beijing
2021-03-06,180,46,22,10,1,4,2021,3,6,06MAR,0,Beijing
2021-03-05,209,50,21,24,1,12,2021,3,5,05MAR,0,Beijing
2021-03-04,184,96,16,28,1.7424242424,12,2021,3,4,04MAR,0,Beijing
2021-03-03,145,65,13,23,1.7424242424,9,2021,3,3,03MAR,0,Beijing
2021-03-02,77,66,17,10,1.7424242424,6,2021,3,2,02MAR,0,Beijing
2021-03-01,169,23,30,8,1,3,2021,3,1,01MAR,0,Beijing
2021-02-28,180,83,23,25,1,9,2021,2,28,28FEB,0,Beijing
2021-02-27,194,71,48,20,3,9,2021,2,27,27FEB,0,Beijing
2021-02-26,166,93,46,25,2,13,2021,2,26,26FEB,0,Beijing
2021-02-25,122,70,34,21,1,9,2021,2,25,25FEB,0,Beijing
2021-02-24,83,47,24,15,1,7,2021,2,24,24FEB,0,Beijing
2021-02-23,85,48,23,10,1.7424242424,4,2021,2,23,23FEB,0,Beijing
2021-02-22,146,57,35,9,2,3,2021,2,22,22FEB,0,Beijing
2021-02-21,132,121,32,23,3,8,2021,2,21,21FEB,0,Beijing
2021-02-20,130,75,22,34,2,10,2021,2,20,20FEB,0,Beijing
2021-02-19,88,56,26,28,2,9,2021,2,19,19FEB,0,Beijing
2021-02-18,39,36,24,13,2,5,2021,2,18,18FEB,0,Beijing
2021-02-17,36,16,31,4,1.7424242424,1,2021,2,17,17FEB,0,Beijing
2021-02-16,46,34,34,1,1,1,2021,2,16,16FEB,0,Beijing
2021-02-15,165,46,33,4,1.7424242424,2,2021,2,15,15FEB,0,Beijing
2021-02-14,259,133,35,12,1.7424242424,13,2021,2,14,14FEB,0,Beijing
2021-02-13,273,132,13,21,2,22,2021,2,13,13FEB,0,Beijing
2021-02-12,239,139,50,17,5,15,2021,2,12,12FEB,0,Beijing
2021-02-11,169,100,35,25,4,17,2021,2,11,11FEB,0,Beijing
2021-02-10,161,70,44,23,4,10,2021,2,10,10FEB,0,Beijing
2021-02-09,109,67,34,24,2,8,2021,2,9,09FEB,0,Beijing
2021-02-08,80,45,31,15,1,4,2021,2,8,08FEB,0,Beijing
2021-02-07,106,44,32,7,1,3,2021,2,7,07FEB,0,Beijing
2021-02-06,142,88,34,16,2,5,2021,2,6,06FEB,0,Beijing
2021-02-05,115,65,22,28,3,9,2021,2,5,05FEB,0,Beijing
2021-02-04,70,58,25,17,2,5,2021,2,4,04FEB,0,Beijing
2021-02-03,59,51,30,15,1,5,2021,2,3,03FEB,0,Beijing
2021-02-02,62,38,26,8,1,3,2021,2,2,02FEB,0,Beijing
2021-02-01,152,43,29,8,1,3,2021,2,1,01FEB,0,Beijing
2021-01-31,118,64,14,14,1,9,2021,1,31,31JAN,0,Beijing
2021-01-30,80,67,18,24,3,8,2021,1,30,30JAN,0,Beijing
2021-01-29,41,55,15,19,1,5,2021,1,29,29JAN,0,Beijing
2021-01-28,104,51,32,4,1.7424242424,1,2021,1,28,28JAN,0,Beijing
2021-01-27,161,58,28,21,2,8,2021,1,27,27JAN,0,Beijing
